,fraction_with_jobs_outside,hh515,hhcu5,hhexpfac,hhftw,hhhsc,hhincome,hhno,hhoad,hhparcel,hhptw,hhret,hhsize,hhtaz,hhuni,hhvehs,hhwkrs,hownrent,hrestype,samptype,year,zone_id
3454,,0,0,276.9,0,0,55000,34919,0,747725,0,1,1,3279,0,3,1,Own,Detached Single House,Random Proportional,2006,
3455,,0,0,386.63,1,0,125000,34934,1,206377,0,0,2,1232,0,2,2,Own,Detached Single House,Random Proportional,2006,
3456,,0,0,65.13,0,0,-1,34936,0,667567,0,2,2,3688,0,2,2,Own,Detached Single House,Random Proportional,2006,
3457,,0,0,438.75,1,0,45000,34946,0,306121,0,0,1,398,0,1,1,Rent,Apartment/Condo,Transit Area Enrichment,2006,
3458,,0,0,203.66,1,0,45000,34947,0,1101566,0,1,2,2485,0,2,2,Own,Detached Single House,Transit Area Enrichment,2006,
3459,,0,0,135.11,0,0,95000,34961,0,22513,0,1,1,1529,0,1,1,Own,Apartment/Condo,Transit Area Enrichment,2006,
3460,,0,0,215.32,2,0,65000,34968,0,766949,0,0,2,2811,0,2,2,Own,Detached Single House,Transit Area Enrichment,2006,
3461,,0,0,156.13,1,0,35000,34971,0,209938,0,0,1,242,0,1,1,Rent,Apartment/Condo,Transit Area Enrichment,2006,
3462,,0,1,140.8,2,0,-1,34987,0,406389,0,0,3,133,0,2,2,Own,Detached Single House,Transit Area Enrichment,2006,
3463,,0,0,585.45,2,0,55000,34992,0,559181,0,0,2,176,0,1,2,Rent,Apartment/Condo,Random Proportional,2006,
3464,,0,0,109.09,0,0,45000,34998,0,421608,1,0,1,426,0,1,1,Own,Apartment/Condo,Random Proportional,2006,
3465,,0,0,137.08,1,0,55000,35001,1,1033212,0,0,2,2635,0,4,2,Own,Detached Single House,Random Proportional,2006,
3466,,3,0,164.25,2,0,95000,35037,0,607191,0,0,5,3691,0,2,2,Own,Detached Single House,Random Proportional,2006,
3467,,1,0,142.71,1,0,85000,35053,1,622341,0,0,3,3561,0,2,2,Rent,Detached Single House,Random Proportional,2006,
3468,,0,0,124.16,2,0,-1,35054,0,325416,0,0,2,55,0,2,2,Own,Detached Single House,Random Proportional,2006,
3469,,0,0,219.75,0,0,5000,35072,1,614975,0,0,1,3486,0,1,1,Own,Mobile Home/Trailer,Random Proportional,2006,
3470,,0,0,702.52,1,0,-1,35086,1,1182554,0,0,2,2095,0,2,2,Own,Detached Single House,Random Proportional,2006,
3471,,0,0,331.06,0,0,175000,35096,0,701773,0,2,2,2748,0,4,2,Own,Detached Single House,Random Proportional,2006,
3472,,0,0,121.67,1,0,145000,35098,1,353032,0,0,2,98,0,2,2,Own,Detached Single House,Random Proportional,2006,
3473,,0,0,867.46,3,0,135000,35099,2,773859,0,0,5,2995,0,4,5,Own,Detached Single House,Random Proportional,2006,
3474,,0,0,224.61,0,0,95000,35101,1,798029,1,0,2,2744,0,2,2,Own,Detached Single House,Random Proportional,2006,
3475,,0,0,423.91,1,0,45000,35108,0,64041,1,0,2,1958,0,3,2,Own,Detached Single House,Random Proportional,2006,
3476,,0,0,238.38,0,0,45000,35113,1,694105,0,0,1,2837,0,2,1,Own,Detached Single House,Random Proportional,2006,
3477,,2,0,359.94,1,0,85000,35116,1,946508,0,0,4,2946,0,2,2,Own,Detached Single House,Random Proportional,2006,
3478,,0,0,358.28,0,0,15000,35118,0,776403,0,1,1,2762,0,1,1,Own,Detached Single House,Random Proportional,2006,
3479,,2,0,677.3,2,0,-1,35128,0,945722,0,0,4,3035,0,3,2,Own,Detached Single House,Random Proportional,2006,
3480,,0,0,306.11,0,0,45000,35144,0,713068,0,2,2,3368,0,2,2,Own,Detached Single House,Random Proportional,2006,
3481,,0,0,264.34,0,0,115000,35168,2,1176421,0,0,2,2114,0,3,2,Own,Detached Single House,Random Proportional,2006,
3482,,0,0,311.57,0,0,15000,35171,0,973352,1,0,1,2344,0,2,1,Own,Detached Single House,Random Proportional,2006,
3483,,0,0,156.18,0,0,65000,35175,0,358015,0,1,1,1084,0,1,1,Own,Detached Single House,Random Proportional,2006,
3484,,0,0,335.6,1,0,55000,35181,1,133218,0,0,2,1264,0,1,2,Own,Detached Single House,Random Proportional,2006,
3485,,0,1,340.7,1,0,75000,35189,1,882984,0,0,3,3243,0,2,2,Own,Detached Single House,Random Proportional,2006,
3486,,0,0,170.77,0,0,-1,35190,0,899194,0,2,2,2791,0,2,2,Own,Detached Single House,Random Proportional,2006,
3487,,0,0,170.55,0,0,65000,35193,0,76959,0,2,2,1416,0,2,2,Own,Detached Single House,Random Proportional,2006,
3488,,0,0,156.59,0,0,45000,35197,0,991044,0,1,1,2649,0,1,1,Own,Detached Single House,Random Proportional,2006,
3489,,0,0,126.1,1,0,85000,35217,0,360844,1,0,2,356,0,3,2,Own,Detached Single House,Random Proportional,2006,
3490,,0,1,400.4,0,0,85000,35221,2,1129409,0,0,3,2248,0,2,2,Own,Detached Single House,Random Proportional,2006,
3491,,1,0,411.59,2,0,175000,35222,0,392211,0,0,3,1036,0,2,2,Own,Detached Single House,Random Proportional,2006,
3492,,0,0,189.73,1,0,65000,35237,0,798204,0,0,1,3075,0,2,1,Own,Detached Single House,Random Proportional,2006,
3493,,0,2,450.37,1,0,45000,35243,1,396913,0,0,4,1855,0,2,2,Rent,Detached Single House,Random Proportional,2006,
3494,,0,0,555.0,2,0,45000,35245,1,412203,0,0,4,1290,1,3,4,Own,Detached Single House,Random Proportional,2006,
3495,,1,0,329.49,1,0,-1,35246,2,200513,0,0,4,1095,0,2,3,Own,Detached Single House,Random Proportional,2006,
3496,,0,0,505.93,1,2,45000,35256,0,20807,0,0,3,1209,0,2,3,Own,Detached Single House,Random Proportional,2006,
3497,,0,0,79.73,0,0,55000,35261,0,84178,0,1,1,623,0,1,1,Own,Detached Single House,Random Proportional,2006,
3498,,0,0,260.85,1,0,65000,35262,1,152302,0,0,2,1343,0,2,2,Own,Apartment/Condo,Random Proportional,2006,
3499,,0,1,128.97,1,0,65000,35271,0,533794,1,0,3,788,0,2,2,Own,Detached Single House,Random Proportional,2006,
3500,,0,0,232.74,1,1,105000,35275,0,387001,2,0,4,145,0,3,4,Own,Detached Single House,Random Proportional,2006,
3501,,1,0,724.96,1,1,25000,35280,1,950724,1,0,5,3244,0,2,4,Own,Detached Single House,Random Proportional,2006,
3502,,0,1,738.69,1,0,175000,35284,0,914144,1,0,3,3244,0,3,2,Own,Detached Single House,Random Proportional,2006,
3503,,0,0,146.43,0,0,-1,35287,0,1118473,0,2,2,2243,0,2,2,Own,Detached Single House,Random Proportional,2006,
3504,,0,0,205.64,2,0,35000,35294,0,75560,0,0,2,90,0,1,2,Own,Detached Single House,Random Proportional,2006,
3505,,0,0,141.12,0,0,25000,35296,0,211375,0,1,1,258,0,1,1,Rent,Apartment/Condo,Random Proportional,2006,
3506,,0,0,279.73,0,0,65000,35297,2,37482,0,0,2,1304,0,2,2,Own,Detached Single House,Random Proportional,2006,
3507,,0,0,316.29,2,0,55000,35300,0,1069069,0,1,3,2314,0,2,3,Own,Detached Single House,Random Proportional,2006,
3508,,0,0,384.92,2,1,175000,35314,1,39684,0,0,4,1519,0,4,4,Own,Detached Single House,Random Proportional,2006,
3509,,0,1,142.06,1,0,85000,35322,1,210860,0,0,3,240,0,3,2,Own,Detached Single House,Random Proportional,2006,
3510,,0,0,332.26,0,0,45000,35332,0,900498,0,1,1,3027,0,1,1,Own,Detached Single House,Random Proportional,2006,
3511,,2,1,675.75,1,0,45000,35335,0,923161,1,0,5,2788,0,2,2,Own,Detached Single House,Random Proportional,2006,
3512,,0,0,226.68,1,0,55000,35342,0,833690,0,0,1,3440,0,4,1,Own,Detached Single House,Random Proportional,2006,
3513,,0,0,307.78,1,0,175000,35344,0,724063,0,1,2,3079,0,3,2,Own,Detached Single House,Random Proportional,2006,
3514,,0,0,154.74,0,0,35000,35349,0,226582,0,2,2,141,0,2,2,Own,Detached Single House,Random Proportional,2006,
3515,,0,0,118.64,1,0,95000,35351,0,471445,1,0,2,247,0,2,2,Own,Apartment/Condo,Random Proportional,2006,
3516,,0,0,392.63,0,0,-1,35358,2,803195,0,0,2,3381,0,2,2,Rent,Duplex/Triplex/Rowhouse,Random Proportional,2006,
3517,,0,0,205.83,0,0,25000,35361,0,1148811,0,1,1,2424,0,1,1,Own,Mobile Home/Trailer,Random Proportional,2006,
3518,,0,0,209.45,0,0,75000,35368,0,952249,0,2,2,2727,0,1,2,Own,Detached Single House,Random Proportional,2006,
3519,,0,0,205.45,1,0,65000,35371,0,83652,0,0,1,1691,0,1,1,Own,Detached Single House,Random Proportional,2006,
3520,,0,0,295.64,1,0,65000,35373,1,775038,0,0,2,3432,0,2,2,Own,Detached Single House,Random Proportional,2006,
3521,,0,0,373.79,2,1,175000,35374,0,39569,0,0,3,1886,0,3,3,Own,Detached Single House,Random Proportional,2006,
3522,,1,0,423.85,2,1,115000,35375,0,515605,0,0,4,1226,0,2,3,Own,Detached Single House,Random Proportional,2006,
3523,,0,1,295.14,1,0,55000,35376,1,141192,0,0,3,2086,0,2,2,Rent,Detached Single House,Random Proportional,2006,
3524,,0,0,707.69,0,0,-1,35377,2,159412,0,0,2,1608,0,2,2,Own,Detached Single House,Random Proportional,2006,
3525,,0,0,430.21,0,0,-1,35378,0,196278,0,2,2,2032,0,2,2,Own,Detached Single House,Random Proportional,2006,
3526,,0,0,-1.0,2,0,75000,35406,0,635088,0,0,2,3503,0,3,2,Own,Detached Single House,Park and Ride Intercept,2006,
3527,,0,0,-1.0,1,0,85000,35407,0,1027276,1,0,2,2603,0,2,2,Own,Detached Single House,Park and Ride Intercept,2006,
3528,,0,0,-1.0,1,1,75000,35417,1,648814,0,0,3,3514,0,1,3,Own,Detached Single House,Park and Ride Intercept,2006,
3529,,0,0,406.65,0,0,25000,35419,0,694948,0,2,2,2753,0,4,2,Own,Detached Single House,Random Proportional,2006,
3530,,0,0,401.17,0,0,25000,35429,1,422504,1,0,2,1877,0,2,2,Own,Detached Single House,Random Proportional,2006,
3531,,0,0,334.35,3,1,95000,35436,0,272002,0,0,4,1437,0,2,4,Own,Apartment/Condo,Random Proportional,2006,
3532,,0,0,-1.0,2,0,95000,35437,0,670818,0,0,2,3492,0,1,2,Own,Detached Single House,Park and Ride Intercept,2006,
3533,,0,0,140.81,1,0,45000,35447,1,24226,0,0,2,341,0,1,2,Own,Apartment/Condo,Random Proportional,2006,
3534,,0,0,269.18,1,0,105000,35468,0,191083,0,1,2,1487,0,2,2,Own,Detached Single House,Random Proportional,2006,
3535,,0,0,156.13,1,0,35000,35470,0,394528,0,0,1,35,0,1,1,Rent,Apartment/Condo,Random Proportional,2006,
3536,,0,0,669.11,0,0,-1,35472,0,125869,0,2,2,1963,0,1,2,Own,Detached Single House,Random Proportional,2006,
3537,,0,0,146.43,0,0,75000,35478,0,1036132,1,1,2,2426,0,2,2,Own,Detached Single House,Random Proportional,2006,
3538,,0,0,137.71,1,0,45000,35495,0,109869,1,0,2,79,0,2,2,Own,Detached Single House,Random Proportional,2006,
3539,,0,0,115.63,1,0,55000,35506,0,532567,0,1,2,271,0,2,2,Own,Detached Single House,Random Proportional,2006,
3540,,2,0,285.96,2,0,65000,35517,0,226341,0,0,4,1147,0,2,2,Own,Detached Single House,Random Proportional,2006,
3541,,0,0,291.42,0,0,25000,35518,1,1078804,1,0,2,2116,0,2,2,Rent,Apartment/Condo,Random Proportional,2006,
3542,,0,0,226.34,1,0,105000,35519,0,1086509,0,0,1,2140,0,7,1,Own,Detached Single House,Random Proportional,2006,
3543,,0,0,324.5,0,0,35000,35522,1,964104,0,1,2,2418,0,1,2,Rent,Apartment/Condo,Random Proportional,2006,
3544,,0,0,455.59,4,0,175000,35527,1,519274,0,0,5,1926,0,5,5,Own,Detached Single House,Random Proportional,2006,
3545,,0,0,427.73,1,0,45000,35530,1,512875,0,0,2,1701,0,3,2,Own,Detached Single House,Random Proportional,2006,
3546,,1,0,803.55,0,0,15000,35552,0,1133137,1,0,4,2618,2,2,3,Rent,Apartment/Condo,Random Proportional,2006,
3547,,0,0,434.92,0,0,25000,35554,0,771949,0,2,2,2710,0,1,2,Own,Detached Single House,Random Proportional,2006,
3548,,2,0,360.49,1,0,55000,35565,0,140683,0,0,3,1122,0,1,1,Rent,Duplex/Triplex/Rowhouse,Random Proportional,2006,
3549,,2,0,386.58,0,0,55000,35579,0,496847,0,0,3,1602,1,1,1,Own,Detached Single House,Random Proportional,2006,
3550,,0,0,286.15,0,0,35000,35585,0,677814,0,1,1,2678,0,2,1,Own,Duplex/Triplex/Rowhouse,Random Proportional,2006,
3551,,1,0,302.35,2,1,75000,35589,0,86711,0,0,4,1072,0,3,3,Own,Detached Single House,Random Proportional,2006,
3552,,0,0,251.92,0,0,115000,35600,0,1067456,0,2,2,2468,0,1,2,Own,Apartment/Condo,Random Proportional,2006,
3553,,0,0,141.12,0,0,25000,35608,0,154331,0,1,1,186,0,1,1,Rent,Apartment/Condo,Random Proportional,2006,
3554,,0,0,166.44,2,1,-1,35610,0,84278,0,0,3,620,0,3,3,Own,Detached Single House,Random Proportional,2006,
3555,,0,0,297.87,1,0,65000,35612,1,172336,0,0,2,1724,0,2,2,Own,Detached Single House,Random Proportional,2006,
3556,,0,0,111.45,1,0,65000,35613,1,144002,0,0,2,221,0,2,2,Own,Detached Single House,Random Proportional,2006,
3557,,0,0,-1.0,1,0,25000,35616,0,1034409,0,0,1,2493,0,1,1,Rent,Apartment/Condo,Park and Ride Intercept,2006,
3558,,0,0,-1.0,1,0,45000,35623,0,106736,0,0,2,1506,1,1,2,Own,Apartment/Condo,Park and Ride Intercept,2006,
3559,,0,1,-1.0,2,0,125000,35626,0,959675,0,0,3,2616,0,3,2,Own,Detached Single House,Park and Ride Intercept,2006,
3560,,0,1,-1.0,1,0,15000,35631,0,697025,0,0,2,2984,0,0,1,Rent,Duplex/Triplex/Rowhouse,Park and Ride Intercept,2006,
3561,,0,0,153.79,0,0,55000,35660,0,1005935,0,2,2,2234,0,2,2,Own,Detached Single House,Random Proportional,2006,
3562,,0,0,163.07,0,0,75000,35662,0,1166186,0,2,2,2156,0,3,2,Own,Detached Single House,Random Proportional,2006,
3563,,0,0,319.0,2,0,65000,35663,0,1187706,0,0,2,2109,0,4,2,Own,Detached Single House,Random Proportional,2006,
3564,,0,0,150.39,0,0,-1,35666,0,1005087,1,1,2,2632,0,2,2,Own,Detached Single House,Random Proportional,2006,
3565,,0,0,580.28,2,1,105000,35670,1,1152133,1,0,5,2380,0,5,5,Own,Detached Single House,Random Proportional,2006,
3566,,0,0,402.34,0,0,35000,35671,0,1163334,0,2,2,2216,0,3,2,Own,Detached Single House,Random Proportional,2006,
3567,,1,0,288.19,0,0,95000,35672,2,1073038,0,0,3,2384,0,2,2,Own,Detached Single House,Random Proportional,2006,
3568,,0,0,243.06,0,0,-1,35681,0,1148811,0,1,1,2424,0,1,1,Own,Mobile Home/Trailer,Random Proportional,2006,
3569,,1,0,130.0,1,0,95000,35684,0,353660,1,0,3,65,0,2,2,Own,Detached Single House,Random Proportional,2006,
3570,,1,0,259.49,2,0,55000,35691,0,409931,0,0,3,1872,0,2,2,Own,Detached Single House,Random Proportional,2006,
3571,,0,0,308.49,2,1,75000,35696,1,1030524,0,0,6,2632,2,5,6,Rent,Detached Single House,Random Proportional,2006,
3572,,0,0,77.48,1,0,75000,35700,0,326837,0,0,1,273,0,1,1,Own,Detached Single House,Random Proportional,2006,
3573,,0,0,93.15,0,0,95000,35701,0,551797,0,2,2,24,0,2,2,Own,Detached Single House,Random Proportional,2006,
3574,,0,0,123.8,2,0,95000,35723,0,104142,0,0,2,20,0,1,2,Own,Detached Single House,Random Proportional,2006,
3575,,0,0,124.81,2,0,55000,35727,0,559319,0,0,2,176,0,1,2,Own,Detached Single House,Random Proportional,2006,
3576,,0,0,129.55,1,0,115000,35740,0,325706,0,0,2,311,1,1,2,Rent,Apartment/Condo,Random Proportional,2006,
3577,,0,0,275.86,2,0,55000,35750,0,242493,0,0,2,1110,0,2,2,Own,Detached Single House,Random Proportional,2006,
3578,,0,0,338.7,0,0,25000,35774,1,814471,0,0,1,3043,0,1,1,Own,Detached Single House,Random Proportional,2006,
3579,,0,0,350.06,0,0,105000,35790,2,926253,0,0,2,3037,0,2,2,Own,Detached Single House,Random Proportional,2006,
3580,,0,0,279.66,0,0,45000,35799,0,417107,0,2,2,1962,0,3,2,Own,Detached Single House,Random Proportional,2006,
3581,,0,0,262.06,0,0,65000,35807,1,917065,0,1,2,3231,0,2,2,Own,Detached Single House,Random Proportional,2006,
3582,,0,1,409.95,1,0,175000,35810,1,257866,0,0,3,1700,0,2,2,Own,Detached Single House,Random Proportional,2006,
3583,,0,0,191.99,1,0,55000,35811,0,491837,0,0,1,899,0,1,1,Own,Detached Single House,Random Proportional,2006,
3584,,0,2,576.04,2,0,105000,35812,0,283171,0,0,4,1759,0,1,2,Own,Detached Single House,Random Proportional,2006,
3585,,0,0,897.84,1,0,25000,35813,0,424470,1,0,2,1796,0,1,2,Rent,Apartment/Condo,Random Proportional,2006,
3586,,0,0,-1.0,2,0,125000,35825,0,609963,0,0,2,3500,0,2,2,Own,Detached Single House,Park and Ride Intercept,2006,
3587,,0,0,-1.0,1,0,75000,35829,1,653413,0,0,2,3507,0,2,2,Own,Detached Single House,Park and Ride Intercept,2006,
3588,,0,0,-1.0,1,0,105000,35830,0,1089027,0,0,1,2531,0,2,1,Own,Duplex/Triplex/Rowhouse,Park and Ride Intercept,2006,
3589,,0,0,-1.0,0,0,15000,35831,1,642518,0,0,1,3544,0,0,1,Rent,Apartment/Condo,Park and Ride Intercept,2006,
3590,,0,0,-1.0,1,0,35000,35833,0,593134,0,0,1,3500,0,1,1,Own,Mobile Home/Trailer,Park and Ride Intercept,2006,
3591,,0,0,-1.0,1,0,25000,35835,0,25859,0,0,1,1093,0,1,1,Own,Mobile Home/Trailer,Park and Ride Intercept,2006,
3592,,0,0,-1.0,2,0,-1,35837,0,1113106,0,0,2,2227,0,2,2,Own,Detached Single House,Park and Ride Intercept,2006,
3593,,0,0,215.35,2,0,-1,35861,0,1065925,0,0,2,2540,0,2,2,Own,Detached Single House,Random Proportional,2006,
3594,,0,0,-1.0,1,0,25000,35864,0,246430,0,0,1,1550,0,0,1,Rent,Apartment/Condo,Park and Ride Intercept,2006,
3595,,0,0,417.43,0,0,35000,35884,0,1167982,0,2,2,2200,0,1,2,Own,Mobile Home/Trailer,Random Proportional,2006,
3596,,0,0,500.89,1,0,65000,35887,0,1174760,2,0,3,2140,0,3,3,Own,Detached Single House,Random Proportional,2006,
3597,,0,2,352.03,2,0,75000,35898,0,1133635,0,0,4,2632,0,2,2,Own,Detached Single House,Random Proportional,2006,
3598,,0,0,500.39,3,0,145000,35903,0,1077745,1,0,4,2601,0,4,4,Own,Detached Single House,Random Proportional,2006,
3599,,0,0,211.13,2,0,35000,35912,0,558956,0,1,3,175,0,3,3,Own,Detached Single House,Random Proportional,2006,
3600,,0,0,124.16,2,0,175000,35913,0,364502,0,0,2,373,0,2,2,Rent,Duplex/Triplex/Rowhouse,Random Proportional,2006,
3601,,0,2,379.96,2,0,145000,35914,0,551996,0,0,4,1807,0,3,2,Own,Detached Single House,Random Proportional,2006,
3602,,0,0,75.81,0,0,65000,35917,0,382113,0,1,1,101,0,1,1,Own,Detached Single House,Random Proportional,2006,
3603,,2,1,489.64,1,0,45000,35922,1,1155686,0,0,5,2366,0,2,2,Own,Detached Single House,Random Proportional,2006,
3604,,0,0,103.07,1,0,85000,35927,0,347521,1,0,2,682,0,2,2,Rent,Detached Single House,Random Proportional,2006,
3605,,0,0,418.72,1,0,65000,35928,0,135571,0,0,1,1879,0,1,1,Own,Detached Single House,Random Proportional,2006,
3606,,0,0,98.36,1,0,115000,35929,0,533373,0,0,1,36,0,1,1,Own,Duplex/Triplex/Rowhouse,Random Proportional,2006,
3607,,0,0,94.76,1,0,55000,35933,0,486493,0,0,1,715,0,1,1,Own,Detached Single House,Random Proportional,2006,
3608,,0,0,167.72,1,0,25000,35954,0,459668,0,0,1,141,0,1,1,Rent,Duplex/Triplex/Rowhouse,Random Proportional,2006,
3609,,0,0,94.26,1,0,125000,35957,0,490388,0,0,1,266,0,2,1,Rent,Detached Single House,Random Proportional,2006,
3610,,0,0,118.64,2,0,95000,35962,0,449275,0,0,2,188,0,2,2,Own,Detached Single House,Random Proportional,2006,
3611,,0,0,149.22,1,0,65000,35965,0,396505,0,0,1,1854,0,2,1,Own,Detached Single House,Random Proportional,2006,
3612,,0,0,129.55,2,0,175000,35971,0,450735,0,0,2,329,0,1,2,Own,Apartment/Condo,Random Proportional,2006,
3613,,0,0,167.72,1,0,25000,35972,0,350026,0,0,1,48,0,1,1,Own,Apartment/Condo,Random Proportional,2006,
3614,,0,0,896.22,1,0,5000,35973,1,414921,0,0,2,1866,0,1,2,Rent,Apartment/Condo,Random Proportional,2006,
3615,,0,0,151.89,1,0,105000,35974,0,462955,1,0,2,649,0,3,2,Own,Detached Single House,Random Proportional,2006,
3616,,1,1,376.74,2,0,75000,35994,0,924684,0,0,4,2817,0,2,2,Own,Detached Single House,Random Proportional,2006,
3617,,1,0,319.41,0,1,105000,36013,2,89181,0,0,4,1140,0,6,3,Own,Detached Single House,Random Proportional,2006,
3618,,0,0,513.16,2,1,75000,36030,0,798572,1,0,4,3440,0,3,4,Own,Detached Single House,Random Proportional,2006,
3619,,0,0,272.01,1,0,45000,36038,0,788478,0,0,1,3231,0,1,1,Own,Detached Single House,Random Proportional,2006,
3620,,0,0,272.01,1,0,45000,36043,0,914402,0,0,1,2951,0,1,1,Own,Detached Single House,Random Proportional,2006,
3621,,0,0,272.84,0,0,-1,36055,0,774773,0,2,2,2753,0,2,2,Own,Detached Single House,Random Proportional,2006,
3622,,0,0,593.53,1,0,15000,36069,0,50204,0,0,1,1105,0,1,1,Own,Apartment/Condo,Random Proportional,2006,
3623,,0,0,207.59,1,0,75000,36093,0,456171,0,0,1,1448,0,1,1,Own,Duplex/Triplex/Rowhouse,Random Proportional,2006,
3624,,0,0,1193.19,1,0,-1,36096,0,168918,0,0,1,1970,0,1,1,Rent,Apartment/Condo,Random Proportional,2006,
3625,,0,0,383.18,2,0,145000,36123,0,480361,0,0,2,1212,0,2,2,Own,Detached Single House,Random Proportional,2006,
3626,,0,0,205.05,1,0,75000,36124,0,1137545,1,0,2,2560,0,2,2,Own,Detached Single House,Random Proportional,2006,
3627,,0,0,234.61,1,0,65000,36125,0,554145,0,0,1,1751,0,1,1,Own,Detached Single House,Random Proportional,2006,
3628,,0,0,344.33,2,1,55000,36128,0,1136091,0,0,3,2531,0,2,3,Own,Mobile Home/Trailer,Random Proportional,2006,
3629,,0,0,221.18,1,0,175000,36136,0,135266,0,0,1,1921,0,2,1,Own,Detached Single House,Random Proportional,2006,
3630,,0,0,386.63,1,0,115000,36138,1,467124,0,0,2,1316,0,2,2,Own,Detached Single House,Random Proportional,2006,
3631,,1,2,422.16,1,0,145000,36142,1,495012,0,0,5,1972,0,2,2,Own,Detached Single House,Random Proportional,2006,
3632,,4,0,418.39,1,0,175000,36143,0,333394,1,0,6,1743,0,2,2,Own,Detached Single House,Random Proportional,2006,
3633,,0,0,52.14,0,0,-1,36144,0,663012,0,2,2,3641,0,2,2,Own,Detached Single House,Random Proportional,2006,
3634,,0,0,145.88,2,0,55000,36146,0,636071,0,0,2,3519,0,2,2,Own,Detached Single House,Random Proportional,2006,
3635,,0,0,98.56,0,0,55000,36150,2,593439,0,0,2,3500,0,4,2,Own,Detached Single House,Random Proportional,2006,
3636,,0,0,94.76,1,0,55000,36159,0,340198,0,0,1,785,0,1,1,Rent,Apartment/Condo,Transit Area Enrichment,2006,
3637,,2,0,325.24,1,0,65000,36178,1,15091,0,0,4,1840,0,2,2,Own,Detached Single House,Random Proportional,2006,
3638,,0,0,102.11,1,0,105000,36198,0,644500,0,0,1,3630,0,1,1,Own,Apartment/Condo,Random Proportional,2006,
3639,,0,0,98.36,1,0,175000,36222,0,435892,0,0,1,588,0,1,1,Own,Detached Single House,Random Proportional,2006,
3640,,0,0,124.16,2,0,175000,36226,0,149342,0,0,2,168,0,2,2,Own,Detached Single House,Random Proportional,2006,
3641,,0,0,381.1,1,0,55000,36236,0,223181,0,0,1,118,0,1,1,Own,Detached Single House,Random Proportional,2006,
3642,,0,0,113.01,0,0,45000,36243,0,212058,1,0,1,343,0,1,1,Rent,Duplex/Triplex/Rowhouse,Random Proportional,2006,
3643,,0,0,174.2,1,0,75000,36253,1,1109012,0,0,2,2121,0,1,2,Own,Detached Single House,Random Proportional,2006,
3644,,0,0,168.33,1,0,95000,36256,0,150015,0,0,1,1063,0,2,1,Own,Detached Single House,Transit Area Enrichment,2006,
3645,,0,0,94.26,1,0,135000,36261,0,138648,0,0,1,212,0,2,1,Own,Detached Single House,Transit Area Enrichment,2006,
3646,,0,0,210.08,0,0,15000,36267,0,405089,0,1,1,27,0,1,1,Own,Detached Single House,Random Proportional,2006,
3647,,0,0,652.62,1,0,65000,36282,0,346005,1,0,2,149,0,4,2,Rent,Detached Single House,Transit Area Enrichment,2006,
3648,,0,0,109.09,1,0,45000,36289,0,274140,0,0,1,755,0,1,1,Rent,Detached Single House,Transit Area Enrichment,2006,
3649,,0,0,94.76,1,0,55000,36304,0,528966,0,0,1,42,0,1,1,Own,Apartment/Condo,Transit Area Enrichment,2006,
3650,,0,0,178.96,1,0,45000,36312,0,453725,0,0,1,157,0,0,1,Own,Apartment/Condo,Transit Area Enrichment,2006,
3651,,0,0,-1.0,1,0,55000,36344,0,503160,0,0,1,1108,0,1,1,Own,Apartment/Condo,Park and Ride Intercept,2006,
3652,,0,0,-1.0,1,0,75000,36351,1,616889,1,0,3,3501,0,2,3,Own,Detached Single House,Park and Ride Intercept,2006,
3653,,0,0,368.12,1,0,85000,36352,2,1163310,0,0,3,2215,0,5,3,Own,Detached Single House,Random Proportional,2006,
3654,,0,0,-1.0,2,0,75000,36357,0,832725,0,0,2,3087,0,2,2,Own,Detached Single House,Park and Ride Intercept,2006,
3655,,0,0,-1.0,1,0,25000,36359,0,954829,0,0,1,2828,0,0,1,Rent,Apartment/Condo,Park and Ride Intercept,2006,
3656,,0,0,220.32,1,0,65000,36379,0,1047965,0,0,1,2318,0,1,1,Own,Detached Single House,Random Proportional,2006,
3657,,0,0,121.67,1,0,115000,36383,1,335332,0,0,2,295,0,2,2,Own,Detached Single House,Random Proportional,2006,
3658,,1,0,408.04,1,0,35000,36401,0,277091,0,0,2,142,0,0,1,Own,Detached Single House,Random Proportional,2006,
3659,,0,0,157.99,1,0,55000,36402,0,765644,0,0,1,2782,0,1,1,Rent,Apartment/Condo,Random Proportional,2006,
3660,,0,0,293.3,1,0,15000,36407,0,692346,0,0,1,3034,0,1,1,Rent,Detached Single House,Random Proportional,2006,
3661,,0,0,232.87,1,0,65000,36418,0,780406,0,0,1,3321,0,1,1,Own,Detached Single House,Random Proportional,2006,
3662,,0,0,330.42,2,0,65000,36425,0,758369,0,0,2,3298,0,2,2,Own,Detached Single House,Random Proportional,2006,
3663,,0,0,363.73,2,0,175000,36438,0,688242,0,0,2,2704,0,2,2,Own,Detached Single House,Random Proportional,2006,
3664,,0,0,888.05,0,0,5000,36448,0,888577,0,1,1,3338,0,1,1,Own,Detached Single House,Random Proportional,2006,
3665,,1,0,384.92,2,1,125000,36451,0,36678,0,0,4,2080,0,8,3,Own,Detached Single House,Random Proportional,2006,
3666,,2,0,322.58,1,0,95000,36493,0,350829,1,0,4,1002,0,2,2,Own,Detached Single House,Random Proportional,2006,
3667,,0,0,383.18,2,0,175000,36497,0,197109,0,0,2,1456,0,2,2,Own,Detached Single House,Random Proportional,2006,
