hhid expwt_initial expwt_final_3
14101004 144.4407 139.5254
14101005 87.2388 158.8394
14101006 144.4407 159.1275
14101007 224.9851 187.8135
14101008 224.9851 124.7615
14101009 224.9851 257.3216
14101010 224.9851 177.6709
14101011 224.9851 185.3260
14101012 160.6086 299.6114
14101013 160.6086 191.1084
14101014 160.6086 149.3313
14101015 160.6086 407.9714
14101016 160.6086 74.9085
14101017 160.6086 209.4185
14101018 160.6086 250.7283
14101019 160.6086 182.2197
14101020 160.6086 431.5582
14101021 160.6086 32.1217
14101022 160.6086 222.6905
14101023 160.6086 32.1233
14101024 160.6086 211.9129
14101025 77.2094 175.5082
14101026 77.2094 40.6185
14101027 77.2094 85.5852
14101028 77.2094 59.4868
14101029 77.2094 88.5804
14101030 77.2094 78.2059
14101031 77.2094 23.9957
14101032 77.2094 100.4631
14101033 77.2094 49.2681
14101034 77.2094 78.2059
14101035 77.2094 50.2066
14101036 160.6086 248.4469
14101037 160.6086 138.0004
14101038 160.6086 104.8253
14101039 160.6086 78.3087
14101040 160.6086 68.8386
14101041 160.6086 181.3039
14101042 160.6086 164.9212
14101043 160.6086 61.1104
14101044 160.6086 138.5192
14101045 160.6086 85.3103
14101046 160.6086 190.2734
14101047 160.6086 72.9771
14101048 160.6086 107.6423
14101049 160.6086 136.0270
14101050 160.6086 94.2492
14101051 160.6086 222.6356
14101052 160.6086 708.9991
14101053 160.6086 188.4363
14101054 160.6086 334.4505
14101055 160.6086 162.4814
14101056 160.6086 341.9331
14101057 77.2094 51.9235
14101058 77.2094 86.5380
14101059 77.2094 71.4759
14101060 77.2094 95.5188
14101061 77.2094 76.3340
14101062 77.2094 78.1356
14101063 77.2094 60.8908
14101064 77.2094 73.2668
14101065 77.2094 76.3340
14101066 77.2094 51.2479
14101067 77.2094 98.1467
14101068 77.2094 120.8187
14101069 77.2094 64.1803
14101070 77.2094 60.8908
14101071 77.2094 98.1467
14101072 77.2094 98.1467
14101073 77.2094 46.4233
14101074 77.2094 52.8055
14101075 77.2094 103.4554
14101076 160.6086 425.1164
14101077 160.6086 549.8294
14101078 160.6086 111.2033
14101079 160.6086 118.2725
14101080 160.6086 182.2197
14101081 160.6086 32.6905
14101082 160.6086 32.6905
14101083 160.6086 378.9589
14101084 160.6086 33.6565
14101085 160.6086 382.4193
14101086 160.6086 97.6417
14101087 160.6086 164.9212
14101088 160.6086 385.0807
14101089 160.6086 487.0808
14101090 160.6086 349.7276
14101091 160.6086 105.0227
14101092 160.6086 125.9006
14101093 224.9851 262.7907
14101094 224.9851 1325.1896
14101095 224.9851 259.9917
14101096 113.6190 128.1033
14101097 113.6190 96.8270
14101098 158.6780 205.5457
14101099 87.2388 87.3723
14101100 144.4407 123.1707
14101101 144.4407 81.3115
14101102 144.4407 68.1696
14101103 87.2388 149.4140
14101104 87.2388 55.8315
14101105 144.4407 215.2392
14101106 144.4407 268.3759
14101107 144.4407 65.9695
14101108 144.4407 78.4430
14101109 144.4407 148.1451
14101110 144.4407 87.2338
14101112 144.4407 82.6324
14101113 87.2388 69.2082
14101114 144.4407 174.2081
14101115 144.4407 273.9441
14101116 87.2388 74.1895
14101117 144.4407 146.1734
14101118 144.4407 105.4442
14101119 144.4407 133.2876
14101120 87.2388 72.6781
14101121 87.2388 97.7792
14101122 87.2388 70.7682
14101123 87.2388 67.0481
14101124 144.4407 122.8351
14101125 87.2388 84.2368
14101126 144.4407 101.2187
14101127 144.4407 41.0219
14101128 144.4407 147.5966
14101129 144.4407 146.7675
14101130 144.4407 95.4085
14101131 144.4407 141.4631
14101132 144.4407 73.0529
14101133 144.4407 111.9444
14101134 151.6408 104.7687
14101135 71.0773 54.2168
14101136 71.0773 70.2715
14101137 151.6408 79.7153
14101138 71.0773 103.5161
14101139 151.6408 82.3532
14101140 71.0773 33.6441
14101141 71.0773 90.0079
14101142 71.0773 71.9300
14101143 71.0773 71.6131
14101144 71.0773 54.6270
14101145 71.0773 91.0107
14101146 71.0773 42.8340
14101147 71.0773 74.8382
14101148 71.0773 54.7623
14101149 71.0773 78.7879
14101150 71.0773 55.1874
14101151 151.6408 172.3250
14101152 71.0773 42.7363
14101153 151.6408 61.6815
14101154 71.0773 181.5921
14101155 151.6408 131.0409
14101156 71.0773 84.3219
14101157 151.6408 129.8601
14101158 151.6408 31.1534
14101159 151.6408 93.6397
14101160 151.6408 164.6760
14101161 388.5321 379.2287
14101162 388.5321 379.2287
14101163 388.5321 189.1338
14101164 388.5321 177.2094
14101165 388.5321 102.0342
14101166 388.5321 284.6628
14101167 388.5321 861.2193
14101168 388.5321 684.7652
14101169 388.5321 264.5087
14101170 388.5321 380.9817
14101171 388.5321 359.7019
14101172 388.5321 556.6887
14101173 388.5321 437.5217
14101174 388.5321 140.7337
14101175 388.5321 284.8581
14101176 388.5321 409.3685
14101178 388.5321 301.6325
14101179 388.5321 82.2600
14101180 388.5321 460.3758
14101181 388.5321 122.1764
14101182 388.5321 481.9442
14101183 388.5321 273.3607
14101184 388.5321 485.8131
14101185 388.5321 221.9759
14101186 388.5321 292.7496
14101187 388.5321 666.8470
14101188 388.5321 323.4744
14101189 388.5321 234.4615
14101190 388.5321 250.2617
14101191 388.5321 209.4978
14101192 388.5321 357.1100
14101193 388.5321 335.7253
14101194 388.5321 230.4338
14101195 388.5321 718.0312
14101196 388.5321 401.0012
14101197 388.5321 77.7064
14101198 388.5321 424.6245
14101199 388.5321 354.1712
14101200 388.5321 286.6145
14101201 388.5321 405.1381
14101202 388.5321 169.0553
14101203 388.5321 209.9126
14101204 388.5321 357.1718
14101205 388.5321 470.0259
14101206 388.5321 315.1348
14101207 327.1560 282.8866
14101208 327.1560 160.0989
14101209 381.6794 144.9667
14101210 381.6794 284.5093
14101211 381.6794 163.8588
14101212 381.6794 231.0690
14101213 381.6794 368.6909
14101214 381.6794 252.6768
14101215 71.0773 184.2614
14101216 71.0773 14.2222
14101217 381.6794 344.3560
14101218 381.6794 214.8582
14101219 381.6794 1569.8921
14101220 381.6794 461.1784
14101221 381.6794 376.4099
14101222 381.6794 743.1249
14101223 381.6794 474.2547
14101224 381.6794 471.4812
14101225 381.6794 287.5863
14101226 381.6794 404.7590
14101227 388.5321 184.3611
14101228 381.6794 125.5753
14101229 381.6794 368.1239
14101230 381.6794 332.4746
14101231 381.6794 300.6386
14101232 381.6794 300.6386
14101233 327.1560 442.1222
14101234 381.6794 485.9764
14101235 381.6794 92.7344
14101236 381.6794 280.5521
14101237 388.5321 477.0615
14101238 381.6794 193.3749
14101239 388.5321 295.4530
14101240 94.2051 42.3013
14101241 94.2051 123.8616
14101242 94.2051 85.4824
14101243 94.2051 79.8791
14101244 77.2094 95.8485
14101245 160.6086 80.2815
14101246 77.2094 124.7554
14101247 77.2094 31.4778
14101248 77.2094 47.3533
14101249 77.2094 120.2440
14101250 160.6086 121.3969
14101251 77.2094 91.0857
14101252 77.2094 43.5610
14101253 77.2094 58.6159
14101254 94.2051 89.0670
14101255 77.2094 54.4985
14101256 77.2094 44.1811
14101257 77.2094 93.8068
14101258 160.6086 78.1218
14101259 77.2094 30.5488
14101260 160.6086 221.3323
14101261 113.6190 118.6394
14101262 94.2051 101.9641
14101263 94.2051 107.7449
14101264 113.6190 208.2813
14101265 94.2051 106.2145
14101266 381.6794 182.7904
14101267 381.6794 227.6149
14101268 381.6794 850.4251
14101269 381.6794 97.8883
14101270 381.6794 174.0000
14101271 381.6794 327.9519
14101272 381.6794 185.8134
14101273 381.6794 221.0520
14101274 381.6794 257.8753
14101275 381.6794 152.7311
14101276 381.6794 602.6278
14101277 388.5321 275.8889
14101278 381.6794 205.8028
14101279 381.6794 354.8795
14101280 381.6794 254.3529
14101281 381.6794 980.9981
14101282 381.6794 86.8067
14101283 381.6794 135.1942
14101284 160.6086 104.6466
14101285 381.6794 241.7422
14101286 381.6794 583.7444
14101287 381.6794 896.3048
14101288 388.5321 503.0059
14101289 381.6794 180.5764
14101290 71.0773 45.9269
14101291 381.6794 133.6432
14101292 327.1560 160.2800
14101293 388.5321 763.4017
14101294 388.5321 132.0166
14101295 388.5321 183.5720
14101296 388.5321 177.3090
14101297 388.5321 159.5469
14101298 388.5321 312.9327
14101299 388.5321 527.2548
14101300 388.5321 259.5766
14101301 388.5321 131.7151
14101302 388.5321 101.2652
14101303 388.5321 352.7294
14101304 388.5321 275.7297
14101305 388.5321 549.6409
14101306 388.5321 193.2813
14101307 388.5321 312.2908
14101308 388.5321 409.6691
14101309 388.5321 260.4002
14101310 388.5321 231.8894
14101311 388.5321 226.9788
14101312 388.5321 508.9973
14101313 388.5321 140.7337
14101314 388.5321 315.6895
14101315 388.5321 947.0712
14101316 388.5321 235.0180
14101317 388.5321 267.2377
14101318 388.5321 533.5947
14101319 388.5321 80.6549
14101320 327.1560 195.9634
14101321 388.5321 901.1967
14101322 388.5321 366.6805
14101323 388.5321 357.4763
14101324 388.5321 389.5923
14101325 388.5321 236.7826
14101326 388.5321 332.6831
14101327 388.5321 225.4541
14101328 388.5321 941.1219
14101329 388.5321 183.2940
14101330 388.5321 263.9578
14101331 388.5321 225.4541
14101332 388.5321 714.9789
14101333 388.5321 348.4329
14101334 388.5321 351.8200
14101335 388.5321 164.2707
14101337 388.5321 164.1429
14101338 388.5321 77.7195
14101339 388.5321 233.6106
14101340 388.5321 298.6862
14101341 388.5321 192.4757
14101342 388.5321 110.6287
14101343 388.5321 263.4174
14101344 388.5321 211.0043
14101345 388.5321 266.9387
14101346 388.5321 127.8936
14101347 388.5321 227.6368
14101348 388.5321 150.2885
14101349 388.5321 177.4518
14101350 388.5321 274.2467
14101351 388.5321 237.3777
14101352 151.6408 148.5147
14101353 151.6408 95.8686
14101354 151.6408 125.4143
14101355 151.6408 33.6824
14101356 151.6408 1154.4126
14101357 151.6408 70.9570
14101358 151.6408 98.4735
14101359 151.6408 161.1005
14101360 151.6408 258.0091
14101361 151.6408 154.6684
14101362 71.0773 21.8398
14101363 71.0773 37.9301
14101364 151.6408 140.0987
14101365 71.0773 56.3870
14101366 71.0773 42.2269
14101367 71.0773 37.9301
14101368 71.0773 38.7608
14101369 71.0773 49.4452
14101370 71.0773 64.5988
14101371 71.0773 79.6650
14101372 71.0773 56.0547
14101373 71.0773 61.4777
14101374 151.6408 104.7941
14101375 71.0773 72.6544
14101376 151.6408 90.5497
14101377 151.6408 38.4442
14101378 71.0773 60.3263
14101379 151.6408 82.3532
14101380 71.0773 48.8769
14101381 71.0773 62.4370
14101382 71.0773 57.0085
14101383 71.0773 55.1874
14101384 151.6408 62.9034
14101385 71.0773 85.7301
14101386 71.0773 38.6007
14101387 158.6780 235.2735
14101388 144.4407 188.8628
14101389 144.4407 199.3962
14101390 144.4407 150.7052
14101391 144.4407 117.5029
14101392 144.4407 36.4469
14101393 144.4407 155.1712
14101394 144.4407 55.1208
14101395 87.2388 96.7026
14101396 87.2388 25.0066
14101397 144.4407 251.2943
14101398 144.4407 70.4222
14101399 144.4407 114.1122
14101400 87.2388 61.6483
14101401 144.4407 125.7341
14101402 144.4407 100.4806
14101403 87.2388 34.5170
14101404 144.4407 97.4753
14101405 144.4407 62.0098
14101406 144.4407 171.1692
14101407 144.4407 58.0092
14101408 113.6190 36.0077
14101409 224.9851 212.7140
14101410 224.9851 246.8045
14101411 224.9851 179.4622
14101412 224.9851 112.4010
14101413 224.9851 257.3216
14101414 224.9851 136.4487
14101415 224.9851 479.7253
14101416 224.9851 239.2617
14101417 224.9851 92.0069
14101418 160.6086 91.5457
14101419 160.6086 163.9033
14101420 160.6086 132.1684
14101421 160.6086 107.6423
14101422 160.6086 254.1972
14101423 160.6086 38.8826
14101424 160.6086 81.7430
14101425 160.6086 1534.4212
14101426 160.6086 57.3421
14101427 160.6086 690.0659
14101428 160.6086 171.5917
14101429 160.6086 97.8795
14101430 160.6086 312.6475
14101431 160.6086 451.7509
14101432 77.2094 66.7152
14101433 160.6086 45.7309
14101434 77.2094 177.7607
14101435 77.2094 98.8625
14101436 71.0773 78.7879
14101437 77.2094 69.8278
14101438 77.2094 53.7110
14101439 77.2094 88.5804
14101440 77.2094 97.7732
14101441 77.2094 95.5188
14101442 77.2094 88.5804
14101443 77.2094 85.5852
14101444 160.6086 250.2430
14101445 160.6086 299.3791
14101446 160.6086 222.6253
14101447 160.6086 434.2193
14101448 160.6086 133.7155
14101449 160.6086 122.1557
14101450 160.6086 217.0482
14101451 160.6086 86.6741
14101452 160.6086 81.7430
14101453 160.6086 103.4798
14101454 160.6086 115.5884
14101455 160.6086 452.6278
14101456 160.6086 75.9447
14101457 160.6086 653.0579
14101458 388.5321 331.1666
14101459 160.6086 147.0091
14101460 160.6086 175.4077
14101461 160.6086 134.2677
14101462 160.6086 139.5438
14101463 77.2094 40.0345
14101464 77.2094 81.9841
14101465 77.2094 64.7245
14101466 77.2094 97.1501
14101467 77.2094 81.9841
14101468 77.2094 58.2791
14101469 77.2094 54.5609
14101470 77.2094 98.1467
14101471 77.2094 80.7636
14101472 77.2094 72.1495
14101473 77.2094 52.4725
14101474 77.2094 142.7782
14101475 77.2094 100.4631
14101476 77.2094 51.0684
14101477 77.2094 50.3251
14101478 77.2094 52.5313
14101479 77.2094 97.1501
14101480 77.2094 98.1467
14101481 77.2094 46.3185
14101482 160.6086 95.6769
14101483 77.2094 38.0838
14101484 160.6086 75.9856
14101485 160.6086 1490.9628
14101486 160.6086 93.9782
14101487 160.6086 342.2460
14101488 160.6086 41.9674
14101489 160.6086 157.8241
14101490 224.9851 279.5031
14101491 224.9851 177.0304
14101492 224.9851 205.9266
14101493 224.9851 243.4185
14101494 224.9851 130.0501
14101495 113.6190 110.7515
14101496 113.6190 129.9491
14101497 144.4407 97.9281
14101498 87.2388 42.1642
14101499 113.6190 95.9590
14101500 144.4407 126.8821
14101501 144.4407 147.6456
14101502 144.4407 145.0195
14101503 87.2388 107.9266
14101504 144.4407 46.2790
14101505 87.2388 79.2872
14101506 87.2388 102.2555
14101507 144.4407 117.0421
14101508 87.2388 78.7079
14101509 144.4407 158.3877
14101510 144.4407 106.7092
14101511 144.4407 96.6293
14101512 144.4407 194.5727
14101513 144.4407 86.5292
14101514 87.2388 52.8144
14101515 87.2388 77.2050
14101516 144.4407 48.7551
14101517 87.2388 84.2701
14101518 87.2388 75.9405
14101519 87.2388 60.6880
14101520 158.6780 135.2267
14101521 71.0773 77.9462
14101522 151.6408 71.8014
14101523 151.6408 65.0992
14101524 71.0773 91.4852
14101525 144.4407 41.1273
14101526 87.2388 69.6521
14101527 71.0773 21.0689
14101528 151.6408 121.0712
14101529 151.6408 126.3310
14101530 151.6408 205.9441
14101531 71.0773 72.6544
14101532 71.0773 67.0415
14101533 71.0773 30.1708
14101535 71.0773 34.3530
14101536 151.6408 92.4375
14101537 71.0773 68.6315
14101538 71.0773 72.2638
14101539 71.0773 103.2334
14101540 71.0773 54.5075
14101541 71.0773 58.2456
14101542 71.0773 30.9928
14101543 71.0773 59.2140
14101544 71.0773 35.2179
14101545 151.6408 310.3908
14101546 71.0773 173.1847
14101547 151.6408 123.3602
14101548 151.6408 38.7153
14101549 151.6408 69.1300
14101550 151.6408 32.6810
14101551 71.0773 59.5840
14101552 71.0773 34.3530
14101553 71.0773 80.7419
14101554 71.0773 63.9904
14101555 71.0773 42.4002
14101556 71.0773 63.8093
14101557 71.0773 63.9904
14101558 151.6408 150.3489
14101559 151.6408 58.7148
14101560 151.6408 254.3492
14101561 388.5321 349.7928
14101562 388.5321 538.3120
14101563 71.0773 30.9928
14101564 71.0773 50.1388
14101565 71.0773 181.5921
14101566 71.0773 26.8262
14101567 71.0773 113.5840
14101568 381.6794 309.5222
14101569 71.0773 111.9733
14101570 71.0773 70.2715
14101571 71.0773 139.8122
14101572 71.0773 27.7500
14101573 388.5321 216.5264
14101574 388.5321 317.6699
14101575 388.5321 541.9792
14101576 388.5321 413.7432
14101577 388.5321 247.8928
14101578 388.5321 500.7004
14101579 388.5321 273.3607
14101580 388.5321 438.0627
14101581 388.5321 529.5467
14101582 388.5321 595.2435
14101583 388.5321 425.8077
14101584 388.5321 130.5455
14101585 388.5321 355.7786
14101586 388.5321 1287.5909
14101587 388.5321 1421.6706
14101588 388.5321 82.2599
14101589 388.5321 330.7623
14101590 388.5321 223.8880
14101591 388.5321 532.2188
14101592 388.5321 321.9843
14101593 388.5321 527.4997
14101594 388.5321 77.7064
14101595 388.5321 325.2084
14101596 388.5321 517.0317
14101597 388.5321 265.1260
14101598 388.5321 201.7935
14101599 388.5321 279.6865
14101600 388.5321 345.0004
14101601 388.5321 182.9929
14101602 388.5321 661.9024
14101603 388.5321 201.6826
14101604 388.5321 485.8131
14101605 388.5321 399.0124
14101606 388.5321 208.4262
14101607 388.5321 238.7433
14101608 388.5321 204.4926
14101609 381.6794 295.8090
14101610 388.5321 300.0311
14101611 388.5321 578.9187
14101612 388.5321 77.7064
14101613 388.5321 531.0877
14101614 388.5321 314.3555
14101615 381.6794 487.3335
14101616 388.5321 337.5454
14101617 388.5321 88.0334
14101618 388.5321 326.5819
14101619 388.5321 213.0761
14101620 388.5321 321.0050
14101621 388.5321 180.7554
14101622 388.5321 222.0957
14101623 388.5321 149.5759
14101624 388.5321 283.3114
14101625 388.5321 142.9051
14101626 388.5321 1696.0190
14101627 388.5321 300.6143
14101628 388.5321 173.3905
14101629 388.5321 631.8928
14101630 388.5321 674.8282
14101631 388.5321 734.7289
14101632 388.5321 736.8932
14101633 388.5321 259.2431
14101634 381.6794 324.5077
14101635 327.1560 313.2590
14101636 327.1560 453.6154
14101637 327.1560 556.9672
14101638 327.1560 1834.7444
14101639 381.6794 329.8018
14101640 381.6794 163.8900
14101641 381.6794 437.0888
14101642 381.6794 214.8626
14101643 381.6794 246.7877
14101644 381.6794 406.1225
14101645 381.6794 315.7176
14101646 381.6794 591.6811
14101647 381.6794 156.0964
14101648 381.6794 639.0227
14101649 381.6794 324.9285
14101650 381.6794 80.4285
14101651 381.6794 646.6484
14101652 381.6794 649.6649
14101653 381.6794 166.7718
14101654 381.6794 333.5122
14101655 381.6794 194.6750
14101656 381.6794 194.5819
14101657 381.6794 515.8057
14101658 381.6794 78.1412
14101659 381.6794 230.6036
14101660 381.6794 875.0019
14101661 381.6794 510.9109
14101662 381.6794 230.7189
14101663 71.0773 52.6357
14101664 381.6794 1145.2715
14101665 381.6794 312.0331
14101666 381.6794 367.9136
14101667 381.6794 168.8067
14101668 94.2051 91.8275
14101669 224.9851 269.7846
14101670 160.6086 108.8896
14101671 160.6086 79.6941
14101672 77.2094 114.4871
14101673 77.2094 52.3465
14101674 77.2094 41.9858
14101675 160.6086 406.5971
14101676 77.2094 92.3823
14101677 160.6086 68.9509
14101678 77.2094 42.6216
14101679 160.6086 141.7977
14101680 77.2094 81.2833
14101681 160.6086 112.8635
14101682 77.2094 140.5784
14101683 77.2094 108.8609
14101684 77.2094 112.9453
14101685 77.2094 140.5784
14101686 77.2094 48.3970
14101687 160.6086 104.0425
14101688 77.2094 43.4643
14101689 388.5321 575.6080
14101690 94.2051 57.3606
14101692 94.2051 54.7734
14101693 158.6780 204.2987
14101694 113.6190 81.6751
14101695 94.2051 128.4014
14101696 94.2051 132.4995
14101697 381.6794 385.6846
14101698 381.6794 76.3359
14101699 381.6794 386.1301
14101700 381.6794 503.0691
14101701 381.6794 385.4387
14101702 381.6794 341.5950
14101703 381.6794 145.9538
14101704 388.5321 77.9606
14101705 381.6794 540.4809
14101706 381.6794 157.8470
14101707 381.6794 604.7114
14101708 381.6794 441.3991
14101709 381.6794 471.1543
14101710 381.6794 373.8474
14101711 381.6794 242.4181
14101712 381.6794 76.3359
14101713 381.6794 677.6534
14101714 381.6794 213.3688
14101715 381.6794 437.9976
14101716 381.6794 296.3125
14101717 381.6794 408.7157
14101718 381.6794 349.5036
14101719 381.6794 326.8154
14101720 381.6794 735.4260
14101721 381.6794 77.6875
14101723 381.6794 274.1358
14101724 381.6794 490.7156
14101725 381.6794 253.2196
14101726 327.1560 258.7947
14101727 381.6794 126.9807
14101728 381.6794 315.3903
14101729 381.6794 190.7855
14101730 381.6794 201.3032
14101731 381.6794 171.7215
14101732 327.1560 179.4166
14101733 327.1560 185.2128
14101734 87.2388 59.1463
14101735 388.5321 676.8757
14101736 388.5321 363.9342
14101737 388.5321 381.3113
14101738 388.5321 198.4097
14101739 388.5321 476.7016
14101740 388.5321 190.3493
14101741 388.5321 434.7038
14101742 388.5321 79.8111
14101743 388.5321 383.0081
14101744 388.5321 312.2671
14101745 388.5321 164.5021
14101746 388.5321 92.4785
14101747 388.5321 508.2017
14101748 388.5321 845.0896
14101749 388.5321 364.5887
14101750 388.5321 253.5853
14101751 388.5321 348.6976
14101752 388.5321 573.1693
14101753 388.5321 268.7698
14101754 388.5321 431.5388
14101755 388.5321 440.9461
14101756 388.5321 250.6126
14101757 388.5321 293.5565
14101758 388.5321 394.9720
14101759 388.5321 353.6666
14101760 388.5321 411.5304
14101761 388.5321 428.8174
14101762 388.5321 371.8781
14101763 388.5321 964.0957
14101764 388.5321 484.5665
14101765 388.5321 566.7787
14101766 388.5321 341.0912
14101767 388.5321 273.3607
14101768 388.5321 888.5047
14101770 388.5321 331.6322
14101771 388.5321 90.1648
14101772 388.5321 244.3007
14101773 388.5321 756.3331
14101774 388.5321 212.8444
14101775 388.5321 262.5179
14101776 388.5321 460.2118
14101777 388.5321 174.4689
14101779 388.5321 325.2084
14101780 388.5321 254.2219
14101781 388.5321 410.5851
14101782 388.5321 102.0342
14101783 388.5321 77.7064
14101784 388.5321 78.5115
14101785 388.5321 261.2888
14101786 388.5321 272.1256
14101787 71.0773 22.7732
14101788 71.0773 26.6126
14101789 71.0773 22.0899
14101790 71.0773 85.8215
14101791 71.0773 22.0899
14101792 71.0773 114.6161
14101793 71.0773 42.2269
14101794 151.6408 104.3908
14101795 388.5321 143.2740
14101796 388.5321 257.8892
14101797 388.5321 409.0328
14101798 388.5321 154.2472
14101799 388.5321 219.2073
14101800 388.5321 235.2177
14101801 87.2388 74.3922
14101802 388.5321 165.6868
14101803 87.2388 42.1642
14101804 151.6408 52.2308
14101805 151.6408 115.2196
14101806 151.6408 131.3573
14101807 151.6408 109.1343
14101808 151.6408 135.9920
14101809 71.0773 60.4455
14101810 71.0773 42.4002
14101811 71.0773 28.1225
14101812 71.0773 32.0528
14101813 381.6794 743.7974
14101814 151.6408 53.7930
14101815 71.0773 565.7854
14101816 151.6408 82.8094
14101817 151.6408 297.4671
14101818 71.0773 48.1527
14101819 71.0773 89.4342
14101820 71.0773 55.4402
14101821 388.5321 108.7621
14101822 71.0773 59.0830
14101823 71.0773 85.4939
14101824 71.0773 58.2456
14101825 71.0773 108.0143
14101826 71.0773 181.2437
14101827 71.0773 59.0830
14101828 71.0773 34.5268
14101829 71.0773 81.5452
14101830 71.0773 56.3870
14101831 71.0773 64.2820
14101832 71.0773 36.9205
14101833 71.0773 45.3508
14101834 71.0773 56.0547
14101835 71.0773 33.3947
14101836 151.6408 83.2252
14101837 151.6408 179.7017
14101838 71.0773 51.1980
14101839 71.0773 40.0123
14101840 71.0773 45.6015
14101841 71.0773 56.3339
14101842 71.0773 40.0123
14101843 71.0773 48.1891
14101844 151.6408 100.9576
14101845 388.5321 413.4141
14101846 71.0773 71.9947
14101847 87.2388 95.7871
14101848 144.4407 165.7132
14101849 87.2388 140.6774
14101850 87.2388 75.4565
14101851 158.6780 171.7473
14101852 71.0773 62.4370
14101853 158.6780 116.3371
14101854 144.4407 69.8489
14101855 87.2388 34.5170
14101856 144.4407 210.3616
14101857 87.2388 59.1463
14101858 87.2388 74.2937
14101859 144.4407 129.2070
14101860 144.4407 63.1238
14101861 144.4407 68.9523
14101862 144.4407 156.9054
14101863 144.4407 101.9351
14101864 144.4407 181.9951
14101865 144.4407 84.7688
14101866 144.4407 147.8464
14101867 144.4407 245.6685
14101868 87.2388 222.8823
14101869 87.2388 74.1895
14101870 144.4407 102.8695
14101871 87.2388 47.3777
14101872 144.4407 113.9124
14101873 144.4407 145.5294
14101874 144.4407 100.4806
14101875 87.2388 37.0311
14101876 144.4407 126.0954
14101877 144.4407 57.9675
14101878 144.4407 91.1542
14101879 144.4407 176.7933
14101880 113.6190 106.9380
14101881 113.6190 213.7607
14101882 144.4407 65.1365
14101883 87.2388 92.1016
14101884 113.6190 145.5579
14101885 113.6190 99.1469
14101886 224.9851 361.3638
14101887 224.9851 289.6693
14101888 224.9851 130.8125
14101889 224.9851 182.2466
14101890 224.9851 265.2499
14101891 224.9851 116.1605
14101892 224.9851 185.3260
14101893 160.6086 167.0675
14101894 160.6086 219.8469
14101895 160.6086 66.3237
14101896 160.6086 48.7314
14101897 388.5321 81.4193
14101898 160.6086 1606.0860
14101899 160.6086 632.6593
14101900 160.6086 324.7146
14101901 160.6086 109.8905
14101902 160.6086 161.3231
14101903 160.6086 32.1217
14101904 160.6086 32.5814
14101905 160.6086 33.2659
14101906 160.6086 326.5144
14101907 160.6086 45.7309
14101908 160.6086 45.7309
14101909 160.6086 168.5056
14101910 160.6086 138.1571
14101911 160.6086 49.3500
14101912 77.2094 59.4868
14101913 77.2094 78.1356
14101914 77.2094 63.2706
14101915 77.2094 86.0033
14101916 77.2094 126.0642
14101917 77.2094 60.2232
14101918 77.2094 78.1356
14101919 77.2094 59.4868
14101920 77.2094 86.0033
14101921 77.2094 67.2100
14101922 77.2094 121.6337
14101923 77.2094 52.4725
14101924 77.2094 97.7732
14101925 160.6086 40.9632
14101926 160.6086 216.1732
14101927 77.2094 97.7732
14101928 77.2094 120.2440
14101929 77.2094 78.1356
14101930 77.2094 69.1323
14101931 77.2094 65.6603
14101932 77.2094 48.1887
14101933 77.2094 200.0755
14101934 77.2094 31.0083
14101935 160.6086 68.9509
14101936 77.2094 135.4947
14101937 77.2094 49.1299
14101938 77.2094 91.4969
14101939 160.6086 876.0169
14101940 160.6086 245.1565
14101941 381.6794 226.2176
14101942 160.6086 195.8884
14101943 160.6086 202.5592
14101944 160.6086 252.2759
14101945 160.6086 66.2102
14101946 160.6086 154.5315
14101947 388.5321 332.4387
14101948 160.6086 598.4018
14101949 160.6086 164.9212
14101950 160.6086 582.4427
14101951 160.6086 77.1075
14101952 160.6086 172.3137
14101953 160.6086 176.9879
14101954 160.6086 154.5315
14101955 160.6086 80.7481
14101956 160.6086 174.3393
14101957 160.6086 170.6378
14101958 160.6086 228.0539
14101959 160.6086 240.8448
14101961 160.6086 167.1511
14101962 77.2094 39.0889
14101963 77.2094 80.3546
14101964 388.5321 149.0642
14101965 77.2094 86.5380
14101966 77.2094 41.9858
14101967 77.2094 66.7152
14101968 77.2094 98.8625
14101969 77.2094 98.1467
14101970 77.2094 124.5044
14101971 77.2094 41.9573
14101972 77.2094 60.2232
14101973 77.2094 87.2098
14101974 77.2094 54.1055
14101975 77.2094 61.3635
14101976 77.2094 51.2479
14101977 77.2094 17.9454
14101978 77.2094 90.6522
14101979 77.2094 65.2418
14101980 77.2094 98.1467
14101981 77.2094 95.5188
14101982 77.2094 124.5044
14101983 77.2094 78.2059
14101984 77.2094 49.8892
14101985 77.2094 83.6118
14101986 160.6086 96.3504
14101987 77.2094 55.8487
14101988 77.2094 112.5258
14101989 77.2094 88.5397
14101990 77.2094 87.8250
14101991 160.6086 330.2426
14101992 160.6086 133.5058
14101993 160.6086 95.7283
14101994 160.6086 79.0706
14101995 160.6086 60.1347
14101996 160.6086 211.1207
14101997 160.6086 33.2821
14101998 160.6086 140.0837
14101999 160.6086 726.4853
14102000 160.6086 464.7311
14102001 160.6086 366.4683
14102002 160.6086 65.1977
14102003 160.6086 107.6423
14102004 160.6086 107.6423
14102005 160.6086 56.5065
14102006 160.6086 167.0675
14102007 160.6086 106.2989
14102008 224.9851 262.7907
14102009 224.9851 132.7676
14102010 224.9851 179.4622
