day,dow,fhtours,hdexpfac,hhno,jttours,phtours
2,2,0,116.68,12498,0,0
1,1,0,55.35,12512,0,2
2,2,2,55.35,12512,0,0
1,1,0,288.74,12525,0,0
2,2,0,288.74,12525,0,0
1,1,0,70.4,12538,0,1
2,2,0,70.4,12538,0,1
1,1,0,139.81,12560,2,0
2,2,0,139.81,12560,1,0
1,4,0,477.6,12562,0,0
2,5,0,477.6,12562,0,0
1,1,0,43.53,12568,0,0
2,2,0,43.53,12568,0,0
1,1,0,59.72,12570,0,0
2,2,0,59.72,12570,0,0
1,1,0,96.0,12572,0,0
2,2,0,96.0,12572,0,0
1,1,0,115.96,12576,0,0
2,2,0,115.96,12576,0,0
1,1,0,97.38,12577,1,0
2,2,0,97.38,12577,0,0
1,1,0,82.7,12630,0,0
2,2,0,82.7,12630,0,0
1,1,0,59.99,12650,0,0
2,2,0,59.99,12650,0,0
1,1,0,124.84,12652,0,0
2,2,0,124.84,12652,0,0
1,1,0,153.9,12655,0,0
2,2,0,153.9,12655,0,0
1,1,0,88.17,12656,0,0
2,2,0,88.17,12656,0,0
1,1,0,189.98,12661,0,2
2,2,0,189.98,12661,2,1
1,1,0,121.69,12664,0,0
2,2,0,121.69,12664,0,0
1,1,0,169.35,12669,0,0
2,2,0,169.35,12669,0,0
1,1,0,171.41,12686,0,0
2,2,0,171.41,12686,0,0
1,1,0,185.48,12690,0,0
2,2,0,185.48,12690,0,0
1,2,0,292.17,12700,0,0
2,3,0,292.17,12700,0,2
1,2,0,207.13,12719,0,0
2,3,0,207.13,12719,0,0
1,1,0,129.23,12739,3,0
2,2,0,129.23,12739,1,0
1,1,0,194.56,12751,0,0
2,2,0,194.56,12751,0,0
1,2,0,177.18,12762,2,0
2,3,0,177.18,12762,2,0
1,1,0,142.99,12764,0,0
2,2,0,142.99,12764,0,0
1,1,0,222.56,12784,0,0
2,2,2,222.56,12784,0,0
1,1,0,240.65,12790,0,0
2,2,0,240.65,12790,0,0
1,1,0,89.48,12803,0,0
2,2,0,89.48,12803,0,0
1,1,0,103.79,12818,0,0
2,2,0,103.79,12818,0,0
1,1,0,62.08,12824,0,0
2,2,0,62.08,12824,0,0
1,1,0,73.42,12827,0,0
2,2,0,73.42,12827,0,0
1,1,0,90.14,12828,0,0
2,2,0,90.14,12828,0,0
1,1,2,183.2,12829,0,1
2,2,2,183.2,12829,0,1
1,1,0,116.43,12894,0,0
2,2,0,116.43,12894,0,0
1,1,0,143.76,12923,0,0
2,2,0,143.76,12923,0,0
1,1,0,87.25,12932,0,0
2,2,0,87.25,12932,0,0
1,1,0,36.46,12936,0,0
2,2,0,36.46,12936,0,0
1,4,0,109.71,12944,1,0
2,5,0,109.71,12944,0,0
1,1,0,61.9,12966,0,0
2,2,0,61.9,12966,0,1
1,1,0,134.84,12974,0,0
2,2,0,134.84,12974,0,0
1,2,0,179.57,12977,0,0
2,3,0,179.57,12977,0,0
1,4,0,121.88,12982,0,0
2,5,0,121.88,12982,0,0
1,1,0,39.54,12983,0,0
2,2,0,39.54,12983,0,0
1,1,0,62.4,12984,0,0
2,2,0,62.4,12984,0,0
1,1,0,250.16,12985,0,0
2,2,0,250.16,12985,0,0
1,1,0,125.21,12990,0,0
2,2,0,125.21,12990,0,0
1,3,0,56.51,13000,0,0
2,4,0,56.51,13000,0,0
1,1,0,105.04,13006,0,0
2,2,0,105.04,13006,0,0
1,4,0,63.4,13008,0,0
2,5,0,63.4,13008,0,0
1,4,0,70.56,13036,0,0
2,5,0,70.56,13036,0,0
1,1,0,300.61,13042,0,0
2,2,0,300.61,13042,0,0
1,1,1,61.87,13044,1,1
2,2,1,61.87,13044,1,0
1,1,0,68.99,13046,2,0
2,2,2,68.99,13046,1,0
1,1,0,54.06,13048,0,0
2,2,0,54.06,13048,0,0
1,1,0,240.86,13052,1,0
2,2,0,240.86,13052,0,0
1,1,0,172.31,13053,0,0
2,2,0,172.31,13053,0,0
1,1,0,132.54,13057,1,0
2,2,0,132.54,13057,0,0
1,1,0,438.1,13059,0,0
2,2,0,438.1,13059,0,0
1,1,0,62.08,13077,0,0
2,2,0,62.08,13077,0,0
1,2,0,215.73,13086,1,0
2,3,0,215.73,13086,0,0
1,3,1,72.71,13106,1,1
2,4,1,72.71,13106,0,0
1,1,0,171.31,13108,0,0
2,2,0,171.31,13108,0,0
1,1,0,67.04,13124,0,0
2,2,0,67.04,13124,0,0
1,1,1,141.24,13138,0,1
2,2,0,141.24,13138,0,1
1,3,0,86.72,13141,1,0
2,4,0,86.72,13141,0,0
1,1,0,45.9,13147,0,0
2,2,0,45.9,13147,0,0
1,1,0,117.86,13148,0,0
2,2,0,117.86,13148,0,0
1,1,0,41.39,13150,0,0
2,2,0,41.39,13150,0,0
1,1,0,52.24,13162,0,0
2,2,0,52.24,13162,0,0
1,1,0,137.57,13177,0,0
2,2,0,137.57,13177,0,0
1,1,0,316.48,13179,0,0
2,2,0,316.48,13179,0,0
1,1,0,298.55,13188,0,0
2,2,0,298.55,13188,0,0
1,1,1,68.03,13192,0,0
2,2,0,68.03,13192,0,0
1,1,0,502.07,13196,0,0
2,2,0,502.07,13196,0,0
1,1,0,292.98,13200,0,0
2,2,0,292.98,13200,0,0
1,1,0,38.74,13201,0,0
2,2,0,38.74,13201,0,0
1,4,0,108.14,13202,0,0
2,5,0,108.14,13202,0,0
1,1,0,140.29,13203,0,0
2,2,0,140.29,13203,0,0
1,4,0,133.34,13212,0,0
2,5,0,133.34,13212,0,0
1,1,0,256.35,13216,0,0
2,2,0,256.35,13216,0,0
1,2,0,105.04,13233,0,0
2,3,0,105.04,13233,0,0
1,1,0,41.02,13235,0,0
2,2,0,41.02,13235,0,0
1,1,0,137.05,13238,0,2
2,2,0,137.05,13238,0,2
1,2,0,53.58,13250,0,0
2,3,0,53.58,13250,0,0
1,2,1,771.28,13253,0,0
2,3,0,771.28,13253,0,0
1,2,0,68.99,13254,1,0
2,3,1,68.99,13254,1,0
1,2,0,83.71,13255,1,0
2,3,0,83.71,13255,0,0
1,4,0,177.92,13258,0,0
2,5,0,177.92,13258,0,0
1,2,0,75.29,13259,0,0
2,3,0,75.29,13259,0,0
1,2,0,66.66,13263,1,0
2,3,0,66.66,13263,0,0
1,2,0,92.69,13270,0,0
2,3,0,92.69,13270,0,0
1,3,0,120.79,13276,0,0
2,4,0,120.79,13276,0,0
1,2,0,63.05,13290,0,0
2,3,0,63.05,13290,0,0
1,2,0,108.14,13293,0,0
2,3,0,108.14,13293,0,0
1,2,0,215.73,13296,2,0
2,3,0,215.73,13296,2,0
1,2,0,83.11,13301,0,0
2,3,0,83.11,13301,0,0
1,4,0,187.47,13307,1,0
2,5,0,187.47,13307,1,0
1,2,0,124.84,13310,0,0
2,3,0,124.84,13310,0,0
1,2,0,151.07,13315,0,0
2,3,0,151.07,13315,0,0
1,1,0,39.94,13323,0,0
2,2,0,39.94,13323,0,0
1,2,0,145.85,13328,0,0
2,3,0,145.85,13328,0,0
1,2,2,78.99,13330,0,0
2,3,0,78.99,13330,1,0
1,2,0,54.54,13331,0,0
2,3,0,54.54,13331,0,0
1,2,0,134.04,13338,0,0
2,3,0,134.04,13338,0,0
1,2,0,77.44,13346,0,0
2,3,0,77.44,13346,0,0
1,4,0,110.68,13363,0,0
2,5,0,110.68,13363,0,0
1,2,0,84.24,13366,0,0
2,3,0,84.24,13366,0,0
1,2,0,105.04,13368,0,0
2,3,0,105.04,13368,0,0
1,2,0,49.18,13370,0,0
2,3,0,49.18,13370,0,0
1,2,0,169.29,13375,0,0
2,3,0,169.29,13375,0,0
1,2,0,68.05,13377,0,0
2,3,0,68.05,13377,0,0
1,4,0,183.2,13386,0,2
2,5,1,183.2,13386,0,2
1,2,0,51.19,13388,0,0
2,3,0,51.19,13388,0,0
1,2,0,56.51,13394,0,0
2,3,0,56.51,13394,0,0
1,2,0,173.01,13410,0,0
2,3,0,173.01,13410,0,0
1,2,0,41.38,13415,0,0
2,3,0,41.38,13415,0,0
1,2,0,68.09,13419,1,0
2,3,0,68.09,13419,1,0
1,2,0,162.43,13421,0,0
2,3,0,162.43,13421,0,0
1,2,2,66.46,13423,1,0
2,3,0,66.46,13423,0,1
1,2,0,78.08,13432,0,2
2,3,0,78.08,13432,0,1
1,2,1,64.49,13434,0,0
2,3,2,64.49,13434,0,0
1,4,0,147.15,13449,0,0
2,5,0,147.15,13449,0,0
1,2,0,167.78,13462,0,0
2,3,0,167.78,13462,0,0
1,2,0,221.53,13470,0,0
2,3,0,221.53,13470,0,0
1,2,0,172.31,13486,0,0
2,3,0,172.31,13486,0,0
1,2,0,62.08,13496,0,0
2,3,0,62.08,13496,0,0
1,2,0,102.11,13502,0,0
2,3,0,102.11,13502,0,0
1,2,0,226.93,13503,0,0
2,3,0,226.93,13503,0,0
1,2,0,166.12,13505,0,0
2,3,0,166.12,13505,0,0
1,2,0,70.56,13508,0,0
2,3,0,70.56,13508,0,0
1,1,0,71.85,13511,0,0
2,2,0,71.85,13511,0,0
1,4,0,70.26,13522,0,2
2,5,2,70.26,13522,0,0
1,2,0,553.62,13538,0,0
2,3,0,553.62,13538,0,0
1,2,0,32.6,13543,0,0
2,3,0,32.6,13543,0,0
1,2,0,278.32,13544,0,0
2,3,0,278.32,13544,0,0
1,2,0,72.71,13545,2,0
2,3,0,72.71,13545,1,0
1,1,0,45.05,13548,0,0
2,2,0,45.05,13548,0,0
1,1,0,46.96,13561,1,0
2,2,0,46.96,13561,1,0
1,2,0,83.86,13569,0,0
2,3,0,83.86,13569,0,0
1,2,0,151.07,13571,0,0
2,3,0,151.07,13571,0,0
1,2,0,47.13,13586,0,0
2,3,0,47.13,13586,0,0
1,2,0,47.38,13590,0,0
2,3,0,47.38,13590,0,0
1,3,0,49.07,13593,0,0
2,4,0,49.07,13593,0,0
1,2,0,47.92,13594,0,0
2,3,0,47.92,13594,0,0
1,2,0,266.72,13600,0,0
2,3,0,266.72,13600,0,0
1,2,0,80.0,13610,0,0
2,3,0,80.0,13610,0,0
1,2,0,46.96,13611,0,0
2,3,0,46.96,13611,0,0
1,2,0,246.32,13612,0,0
2,3,0,246.32,13612,0,0
1,2,0,219.74,13613,0,1
2,3,0,219.74,13613,0,1
1,1,2,58.06,13624,1,0
2,2,0,58.06,13624,1,0
1,2,0,62.08,13628,0,0
2,3,0,62.08,13628,0,0
1,2,2,75.88,13634,1,0
2,3,2,75.88,13634,1,0
1,2,0,149.4,13638,0,0
2,3,0,149.4,13638,0,0
1,2,0,291.18,13642,0,0
2,3,0,291.18,13642,0,0
1,4,0,70.26,13645,1,2
2,5,1,70.26,13645,0,1
1,2,0,56.87,13647,0,0
2,3,0,56.87,13647,0,0
1,2,0,70.4,13650,0,0
2,3,0,70.4,13650,0,0
1,2,0,83.86,13653,0,0
2,3,0,83.86,13653,0,0
1,2,0,83.71,13655,0,0
2,3,0,83.71,13655,0,0
1,1,0,60.87,13666,0,0
2,2,0,60.87,13666,0,0
1,2,0,42.88,13670,0,0
2,3,0,42.88,13670,0,0
1,2,0,75.94,13687,0,2
2,3,0,75.94,13687,0,2
1,2,0,174.94,13688,1,0
2,3,0,174.94,13688,1,0
1,2,0,259.35,13690,0,0
2,3,0,259.35,13690,1,0
1,2,0,52.24,13692,1,0
2,3,0,52.24,13692,0,0
1,1,0,434.27,13695,2,0
2,2,0,434.27,13695,0,0
1,1,0,48.74,13717,2,0
2,2,0,48.74,13717,1,0
1,2,1,68.03,13736,0,0
2,3,1,68.03,13736,0,0
1,2,0,56.41,13757,1,0
2,3,0,56.41,13757,0,0
1,4,0,45.05,13760,0,0
2,5,0,45.05,13760,0,0
1,2,0,70.4,13761,0,0
2,3,0,70.4,13761,2,0
1,2,0,162.43,13769,0,0
2,3,0,162.43,13769,0,0
1,2,0,191.11,13774,0,0
2,3,0,191.11,13774,0,0
1,4,2,151.63,13777,2,1
2,5,2,151.63,13777,0,1
1,2,0,62.08,13781,0,0
2,3,0,62.08,13781,0,0
1,3,0,151.36,13789,0,0
2,4,0,151.36,13789,0,0
1,2,0,62.08,13792,0,0
2,3,0,62.08,13792,0,0
1,1,0,54.54,13797,0,0
2,2,0,54.54,13797,0,0
1,1,0,54.51,13798,1,0
2,2,0,54.51,13798,0,0
1,1,0,127.69,13800,0,0
2,2,0,127.69,13800,0,0
1,1,0,239.26,13809,0,0
2,2,0,239.26,13809,0,0
1,2,1,73.32,13814,0,0
2,3,2,73.32,13814,1,0
1,1,0,95.25,13818,0,0
2,2,0,95.25,13818,0,0
1,2,0,159.26,13827,0,0
2,3,0,159.26,13827,0,0
1,2,0,33.38,13835,0,0
2,3,0,33.38,13835,0,0
1,2,0,314.6,13836,0,0
2,3,0,314.6,13836,2,0
1,2,0,89.48,13844,0,0
2,3,0,89.48,13844,0,0
1,3,0,41.39,13846,0,0
2,4,0,41.39,13846,0,0
1,2,0,45.4,13847,0,0
2,3,0,45.4,13847,0,0
1,2,0,72.5,13857,2,0
2,3,0,72.5,13857,0,2
1,2,0,48.9,13861,0,0
2,3,0,48.9,13861,0,0
1,2,0,122.42,13863,1,0
2,3,0,122.42,13863,1,0
1,2,0,61.63,13867,0,0
2,3,0,61.63,13867,0,0
1,2,0,283.93,13869,0,0
2,3,0,283.93,13869,0,0
1,2,0,48.74,13883,0,0
2,3,0,48.74,13883,0,0
1,2,0,70.56,13890,0,0
2,3,0,70.56,13890,0,0
1,2,0,91.75,13893,1,0
2,3,0,91.75,13893,0,0
1,2,0,429.51,13897,0,0
2,3,0,429.51,13897,0,0
1,2,0,313.95,13907,0,0
2,3,0,313.95,13907,0,0
1,2,0,356.23,13914,0,0
2,3,0,356.23,13914,0,0
1,2,0,56.87,13923,0,0
2,3,0,56.87,13923,0,0
1,2,0,109.29,13928,0,0
2,3,0,109.29,13928,0,0
1,3,0,59.32,13933,0,0
2,4,0,59.32,13933,0,0
1,2,0,102.79,13935,0,0
2,3,0,102.79,13935,0,0
1,2,0,56.17,13940,0,0
2,3,0,56.17,13940,1,0
1,2,1,64.78,13953,0,0
2,3,1,64.78,13953,0,0
1,4,0,177.33,13957,0,0
2,5,0,177.33,13957,0,0
1,2,0,64.78,13963,0,0
2,3,0,64.78,13963,0,0
1,2,0,197.4,13970,0,0
2,3,0,197.4,13970,1,0
1,2,0,96.56,13973,0,0
2,3,0,96.56,13973,0,0
1,3,0,62.08,13980,0,0
2,4,0,62.08,13980,0,0
1,3,0,123.95,13990,0,0
2,4,0,123.95,13990,0,0
1,2,0,120.18,13998,0,0
2,3,0,120.18,13998,0,0
1,2,0,92.54,14002,0,0
2,3,0,92.54,14002,0,0
1,2,0,59.33,14003,0,0
2,3,0,59.33,14003,0,0
1,2,0,83.86,14005,0,0
2,3,0,83.86,14005,0,0
1,2,0,47.38,14006,0,0
2,3,0,47.38,14006,0,0
1,2,0,54.35,14008,3,0
2,3,0,54.35,14008,1,0
1,2,0,246.32,14015,0,0
2,3,0,246.32,14015,0,0
1,2,0,68.39,14016,0,0
2,3,0,68.39,14016,0,0
1,2,0,140.29,14017,0,0
2,3,0,140.29,14017,0,0
1,2,0,139.77,14026,0,0
2,3,0,139.77,14026,0,0
1,2,0,70.4,14027,1,0
2,3,0,70.4,14027,1,0
1,2,0,205.78,14040,0,0
2,3,0,205.78,14040,0,0
1,2,0,39.87,14041,0,0
2,3,0,39.87,14041,0,0
1,2,0,47.62,14047,1,0
2,3,0,47.62,14047,1,0
1,4,0,105.04,14053,0,0
2,5,0,105.04,14053,0,0
1,2,0,59.33,14060,0,0
2,3,0,59.33,14060,0,0
1,2,0,68.03,14064,0,0
2,3,1,68.03,14064,1,0
1,2,0,102.32,14071,0,0
2,3,0,102.32,14071,0,0
1,2,0,1194.78,14079,0,0
2,3,0,1194.78,14079,0,0
1,4,0,49.27,14091,1,0
2,5,0,49.27,14091,0,0
1,2,0,393.13,14092,0,0
2,3,0,393.13,14092,0,0
1,4,0,78.07,14094,0,0
2,5,0,78.07,14094,0,0
1,1,0,89.48,14104,0,0
2,2,0,89.48,14104,0,0
1,2,1,73.32,14111,0,0
2,3,1,73.32,14111,0,0
1,2,0,129.26,14116,0,0
2,3,0,129.26,14116,0,0
1,2,0,41.39,14120,0,0
2,3,0,41.39,14120,0,0
1,2,0,46.58,14124,0,0
2,3,0,46.58,14124,0,0
1,2,0,185.64,14134,0,0
2,3,0,185.64,14134,0,0
1,2,0,69.56,14150,0,0
2,3,0,69.56,14150,0,0
1,4,0,122.75,14154,0,0
2,5,0,122.75,14154,1,0
1,2,0,86.13,14157,1,0
2,3,0,86.13,14157,0,0
1,1,0,92.08,14159,0,0
2,2,0,92.08,14159,0,0
1,2,0,63.9,14162,0,0
2,3,0,63.9,14162,0,0
1,2,0,63.48,14167,0,0
2,3,0,63.48,14167,0,0
1,2,0,101.4,14174,0,0
2,3,0,101.4,14174,0,0
1,2,0,185.66,14179,3,0
2,3,0,185.66,14179,2,0
1,2,0,152.37,14182,1,0
2,3,0,152.37,14182,0,0
1,2,0,116.37,14186,0,0
2,3,0,116.37,14186,0,0
1,1,2,59.32,14196,0,0
2,2,2,59.32,14196,0,0
1,2,0,62.08,14205,0,0
2,3,0,62.08,14205,0,0
1,1,0,167.87,14208,0,0
2,2,0,167.87,14208,1,0
1,2,0,117.97,14210,0,0
2,3,0,117.97,14210,0,0
1,2,2,168.54,14212,0,0
2,3,2,168.54,14212,0,1
1,3,2,643.13,14213,0,0
2,4,0,643.13,14213,0,0
1,2,0,47.38,14227,0,0
2,3,0,47.38,14227,0,0
1,2,1,141.24,14236,1,1
2,3,2,141.24,14236,0,0
1,1,0,152.65,14237,0,0
2,2,0,152.65,14237,0,0
1,4,0,48.9,14256,0,0
2,5,0,48.9,14256,0,0
1,2,0,33.38,14264,0,0
2,3,0,33.38,14264,0,0
1,1,0,61.06,14265,1,0
2,2,0,61.06,14265,0,0
1,2,0,58.13,14268,0,0
2,3,0,58.13,14268,0,0
1,2,0,125.32,14286,0,0
2,3,0,125.32,14286,0,0
1,1,0,110.68,14287,0,0
2,2,0,110.68,14287,0,0
1,2,0,62.08,14294,0,0
2,3,0,62.08,14294,0,0
1,2,0,65.68,14295,0,0
2,3,0,65.68,14295,0,0
1,2,0,59.25,14297,0,0
2,3,2,59.25,14297,0,0
1,2,0,226.93,14299,0,0
2,3,0,226.93,14299,0,0
1,2,0,62.08,14302,0,0
2,3,0,62.08,14302,0,0
1,3,1,202.37,14304,0,0
2,4,0,202.37,14304,0,0
1,2,0,41.39,14305,0,0
2,3,0,41.39,14305,0,0
1,3,0,193.6,14314,0,0
2,4,2,193.6,14314,0,0
1,4,0,38.74,14315,0,0
2,5,0,38.74,14315,0,0
1,1,0,47.27,14342,0,0
2,2,0,47.27,14342,0,0
1,4,0,133.66,14345,1,0
2,5,0,133.66,14345,1,0
1,2,0,73.21,14351,1,0
2,3,0,73.21,14351,1,0
1,4,0,84.24,14358,1,0
2,5,0,84.24,14358,1,0
1,1,0,142.41,14371,2,0
2,2,0,142.41,14371,0,0
1,1,0,46.59,14380,0,0
2,2,0,46.59,14380,1,0
1,1,0,80.73,14382,1,0
2,2,0,80.73,14382,1,0
1,1,0,74.43,14389,0,0
2,2,0,74.43,14389,0,0
1,1,0,79.16,14398,0,0
2,2,0,79.16,14398,0,0
1,4,0,110.79,14405,0,0
2,5,0,110.79,14405,0,0
1,1,0,53.58,14408,1,0
2,2,0,53.58,14408,0,0
1,1,0,299.65,14417,0,0
2,2,0,299.65,14417,0,0
1,4,0,70.26,14439,0,1
2,5,0,70.26,14439,0,0
1,4,0,91.75,14473,0,0
2,5,0,91.75,14473,1,0
1,4,0,444.1,14480,1,0
2,5,0,444.1,14480,0,0
1,4,0,64.78,14481,0,0
2,5,0,64.78,14481,0,0
1,4,0,140.29,14482,0,0
2,5,0,140.29,14482,0,0
1,1,0,78.07,14485,0,0
2,2,0,78.07,14485,0,0
1,4,0,85.96,14492,0,0
2,5,0,85.96,14492,0,0
1,1,0,46.59,14495,0,0
2,2,0,46.59,14495,1,0
1,4,0,38.74,14501,0,0
2,5,0,38.74,14501,0,0
1,2,0,60.01,14506,0,0
2,3,0,60.01,14506,0,0
1,4,0,75.67,14509,0,0
2,5,0,75.67,14509,0,0
1,4,3,72.71,14513,2,0
2,5,2,72.71,14513,0,0
1,4,0,62.08,14517,0,0
2,5,0,62.08,14517,0,0
1,1,0,193.71,14519,0,0
2,2,0,193.71,14519,1,0
1,4,0,141.71,14522,0,0
2,5,0,141.71,14522,0,0
1,4,0,59.32,14523,1,0
2,5,0,59.32,14523,1,0
1,4,0,454.89,14526,0,0
2,5,0,454.89,14526,0,0
1,1,0,70.56,14535,0,0
2,2,0,70.56,14535,0,0
1,3,2,557.23,14542,0,0
2,4,2,557.23,14542,0,0
1,1,0,73.42,14549,0,0
2,2,0,73.42,14549,0,0
1,4,0,117.97,14552,0,0
2,5,0,117.97,14552,0,0
1,4,0,39.94,14570,0,0
2,5,0,39.94,14570,0,0
1,4,0,52.24,14575,0,0
2,5,1,52.24,14575,0,0
1,4,0,107.66,14584,0,0
2,5,0,107.66,14584,0,0
1,4,0,129.26,14586,0,0
2,5,0,129.26,14586,0,0
1,4,0,39.87,14589,0,0
2,5,0,39.87,14589,0,0
1,4,2,139.43,14613,3,1
2,5,2,139.43,14613,3,0
1,4,0,52.24,14617,0,0
2,5,0,52.24,14617,1,0
1,4,0,54.54,14631,0,0
2,5,0,54.54,14631,0,0
1,4,0,75.94,14635,0,0
2,5,0,75.94,14635,0,0
1,4,0,39.65,14641,0,0
2,5,0,39.65,14641,0,0
1,1,0,515.81,14645,0,0
2,2,0,515.81,14645,0,0
1,4,0,55.55,14655,0,0
2,5,0,55.55,14655,0,0
1,1,0,134.84,14656,0,0
2,2,0,134.84,14656,0,0
1,4,0,65.68,14666,0,0
2,5,0,65.68,14666,0,0
1,1,0,245.06,14671,0,0
2,2,0,245.06,14671,0,0
1,4,1,328.32,14673,0,0
2,5,0,328.32,14673,0,0
1,4,0,316.28,14674,0,0
2,5,0,316.28,14674,0,0
1,4,0,27.46,14675,0,0
2,5,0,27.46,14675,1,0
1,4,0,129.41,14676,0,0
2,5,0,129.41,14676,0,0
1,4,0,79.0,14690,0,0
2,5,0,79.0,14690,0,0
1,4,0,108.14,14692,0,0
2,5,0,108.14,14692,0,0
1,2,0,130.25,14706,0,0
2,3,0,130.25,14706,0,0
1,1,4,67.14,14709,0,0
2,2,1,67.14,14709,0,1
1,4,0,200.59,14710,0,0
2,5,0,200.59,14710,0,0
1,1,0,228.32,14715,0,0
2,2,0,228.32,14715,0,0
1,2,0,94.47,14716,0,0
2,3,0,94.47,14716,0,0
1,4,0,108.26,14721,0,0
2,5,0,108.26,14721,0,0
1,4,0,72.71,14724,0,0
2,5,1,72.71,14724,0,1
1,4,0,68.03,14739,0,0
2,5,0,68.03,14739,0,1
1,4,0,162.25,14741,1,0
2,5,0,162.25,14741,1,0
1,4,0,117.86,14750,0,0
2,5,0,117.86,14750,0,0
1,4,0,486.55,14753,0,0
2,5,0,486.55,14753,0,0
1,1,0,152.45,14757,0,0
2,2,2,152.45,14757,0,0
1,4,0,228.2,14762,1,0
2,5,0,228.2,14762,0,0
1,1,0,102.6,14765,0,0
2,2,0,102.6,14765,0,0
1,4,0,103.79,14769,0,0
2,5,0,103.79,14769,0,0
1,4,0,98.32,14778,0,0
2,5,0,98.32,14778,0,0
1,4,0,117.4,14781,1,0
2,5,0,117.4,14781,0,0
1,4,0,87.22,14785,0,0
2,5,0,87.22,14785,0,0
1,4,0,60.45,14792,0,0
2,5,0,60.45,14792,1,0
1,4,0,67.4,14800,0,0
2,5,0,67.4,14800,0,0
1,1,0,64.78,14801,0,0
2,2,0,64.78,14801,0,0
1,4,2,142.26,14812,0,0
2,5,2,142.26,14812,2,0
1,4,1,129.43,14827,1,1
2,5,1,129.43,14827,1,1
1,4,0,112.08,14828,0,0
2,5,0,112.08,14828,0,0
1,4,0,213.1,14834,0,0
2,5,0,213.1,14834,0,0
1,4,0,62.08,14835,1,0
2,5,0,62.08,14835,0,0
1,4,0,291.18,14840,1,0
2,5,0,291.18,14840,0,0
1,4,0,46.96,14845,0,0
2,5,0,46.96,14845,0,0
1,4,0,140.79,14850,0,0
2,5,0,140.79,14850,0,0
1,4,0,97.38,14857,0,0
2,5,0,97.38,14857,0,0
1,4,0,49.33,14859,2,0
2,5,0,49.33,14859,1,0
1,4,0,60.83,14861,0,0
2,5,0,60.83,14861,0,0
1,1,0,71.99,14863,1,0
2,2,0,71.99,14863,2,0
1,4,0,133.6,14871,0,0
2,5,0,133.6,14871,0,0
1,4,0,207.52,14875,1,2
2,5,0,207.52,14875,0,2
1,4,0,48.9,14880,0,0
2,5,0,48.9,14880,0,0
1,4,0,54.54,14886,0,0
2,5,0,54.54,14886,0,0
1,4,0,151.07,14887,0,0
2,5,0,151.07,14887,0,0
1,1,0,45.9,14894,0,0
2,2,0,45.9,14894,0,0
1,4,0,116.18,14895,0,0
2,5,0,116.18,14895,0,0
1,4,0,140.29,14902,0,1
2,5,0,140.29,14902,0,1
1,4,0,173.56,14904,0,0
2,5,0,173.56,14904,0,0
1,1,0,49.18,14906,0,0
2,2,0,49.18,14906,0,0
1,4,0,67.76,14908,0,0
2,5,0,67.76,14908,0,0
1,4,0,323.68,14911,0,0
2,5,0,323.68,14911,0,0
1,2,0,117.65,14916,0,0
2,3,0,117.65,14916,0,0
1,4,0,72.57,14918,0,0
2,5,0,72.57,14918,0,0
1,4,0,91.28,14926,0,0
2,5,0,91.28,14926,0,0
1,4,0,62.08,14931,0,0
2,5,0,62.08,14931,0,0
1,4,0,89.48,14941,0,0
2,5,0,89.48,14941,0,0
1,4,0,81.18,14950,0,0
2,5,0,81.18,14950,0,0
1,4,0,62.08,14960,0,0
2,5,0,62.08,14960,0,0
1,4,0,130.7,14970,0,0
2,5,0,130.7,14970,0,0
1,4,0,85.64,14975,0,0
2,5,0,85.64,14975,0,0
1,3,0,117.86,14980,0,0
2,4,0,117.86,14980,0,0
1,4,0,54.54,14986,0,0
2,5,0,54.54,14986,0,0
1,1,0,153.74,14990,0,0
2,2,0,153.74,14990,0,0
1,4,0,117.21,14992,0,0
2,5,0,117.21,14992,0,0
1,4,0,96.5,14994,0,0
2,5,0,96.5,14994,0,0
1,4,0,45.4,15011,0,0
2,5,0,45.4,15011,0,0
1,4,0,46.96,15013,0,0
2,5,0,46.96,15013,0,0
1,4,0,78.07,15017,0,0
2,5,0,78.07,15017,0,0
1,1,0,171.8,15025,1,0
2,2,0,171.8,15025,0,0
1,1,0,240.65,15031,0,0
2,2,0,240.65,15031,0,0
1,4,0,70.56,15036,0,0
2,5,0,70.56,15036,0,0
1,4,0,169.29,15069,0,0
2,5,0,169.29,15069,1,0
1,4,0,59.32,15071,0,0
2,5,0,59.32,15071,0,0
1,4,0,101.68,15073,1,0
2,5,0,101.68,15073,0,0
1,4,0,38.4,15079,1,0
2,5,0,38.4,15079,1,0
1,4,1,68.85,15085,0,0
2,5,1,68.85,15085,0,0
1,4,0,204.79,15086,0,0
2,5,0,204.79,15086,0,0
1,1,2,72.71,15087,0,0
2,2,2,72.71,15087,0,1
1,4,0,78.29,15088,0,0
2,5,0,78.29,15088,0,0
1,4,0,56.71,15097,1,0
2,5,0,56.71,15097,2,0
1,1,0,67.88,15103,0,0
2,2,0,67.88,15103,0,0
1,1,0,445.32,15109,0,0
2,2,0,445.32,15109,0,0
1,4,0,94.87,15110,0,0
2,5,0,94.87,15110,1,0
1,4,0,72.26,15111,0,0
2,5,0,72.26,15111,0,0
1,1,0,462.48,15117,0,0
2,2,0,462.48,15117,0,0
1,4,0,54.54,15128,0,0
2,5,0,54.54,15128,0,0
1,4,0,55.72,15129,0,0
2,5,0,55.72,15129,0,0
