hhno,pagey,pdiary,pgend,pno,ppaidprk,pproxy,pptyp,psaudist,psautime,psexpfac,pspcl,pstaz,pstyp,ptpass,puwarrp,puwdepp,puwmode,pwaudist,pwautime,pwpcl,pwtaz,pwtyp
15441,73,1,2,2,-1,1,3,-1.0,-1.0,524.37,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15441,8,1,1,3,-1,1,7,3.27,15.86,524.37,899288,2766,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15443,52,1,2,1,-1,0,1,-1.0,-1.0,189.64,-1,-1,0,0,-1,-1,-1,10.44,36.82,59022,528,1
15443,54,1,1,2,-1,0,1,-1.0,-1.0,189.64,-1,-1,0,0,-1,-1,-1,10.45,36.79,147757,527,1
15444,73,1,2,1,-1,0,3,-1.0,-1.0,341.31,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15448,54,1,2,1,-1,0,1,-1.0,-1.0,156.13,-1,-1,0,0,-1,-1,3,6.43,26.4,47185,53,1
15449,85,1,2,1,-1,0,3,-1.0,-1.0,243.06,-1,-1,0,1,-1,-1,-1,-1.0,-1.0,-1,-1,0
15450,25,1,2,1,-1,0,4,-1.0,-1.0,480.29,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15450,31,1,1,2,-1,1,1,-1.0,-1.0,480.29,-1,-1,0,1,-1,-1,-1,19.66,51.27,45624,1930,1
15454,41,1,1,1,-1,0,1,-1.0,-1.0,138.97,-1,-1,0,0,-1,-1,3,21.97,47.46,219492,1733,1
15454,43,1,2,2,-1,1,1,-1.0,-1.0,138.97,-1,-1,0,0,-1,-1,-1,21.59,49.74,432820,1653,1
15454,1,1,2,3,-1,1,8,-1.0,-1.0,138.97,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15454,1,1,2,4,-1,1,8,-1.0,-1.0,138.97,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15456,37,1,2,1,-1,0,1,-1.0,-1.0,205.19,-1,-1,0,0,2,8,3,0.57,6.17,702175,2791,1
15463,63,1,2,1,-1,0,4,-1.0,-1.0,461.93,-1,-1,0,1,-1,-1,-1,-1.0,-1.0,-1,-1,0
15464,31,1,2,1,-1,0,1,-1.0,-1.0,438.75,-1,-1,0,0,-1,-1,0,32.52,59.46,179627,1167,1
15472,61,1,1,1,-1,0,4,-1.0,-1.0,349.88,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15472,71,1,2,2,-1,1,3,-1.0,-1.0,349.88,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15473,53,1,1,1,-1,0,1,-1.0,-1.0,77.48,-1,-1,0,0,1,1,3,20.84,39.2,63123,906,1
15475,49,1,1,1,-1,0,1,-1.0,-1.0,140.52,-1,-1,0,0,9,9,3,24.0,46.81,14225,972,1
15475,46,1,2,2,-1,0,2,-1.0,-1.0,140.52,-1,-1,0,0,5,3,3,11.27,31.94,148106,573,2
15475,15,1,2,3,-1,2,7,1.91,9.83,140.52,143504,8,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15475,13,1,2,4,-1,2,7,4.46,17.31,140.52,279472,86,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15485,43,1,2,1,-1,0,1,-1.0,-1.0,459.34,-1,-1,0,0,6,2,3,1.02,5.3,1076316,2453,1
15485,45,1,1,2,-1,0,1,-1.0,-1.0,459.34,-1,-1,0,0,-1,-1,3,11.3,34.1,1145265,2309,1
15485,16,1,2,3,-1,1,6,-1.0,-1.0,459.34,-1,-1,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15485,13,1,1,4,-1,1,7,0.6,4.39,459.34,1134236,2455,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15492,65,1,1,1,-1,0,2,-1.0,-1.0,149.84,-1,-1,0,0,7,1,3,-1.0,-1.0,-1,-1,2
15492,58,1,2,2,-1,0,1,-1.0,-1.0,149.84,-1,-1,0,0,6,9,3,12.43,43.15,211193,236,1
15500,30,1,1,1,-1,0,1,-1.0,-1.0,696.83,-1,-1,0,0,9,5,3,14.39,51.3,489216,207,1
15500,29,1,2,2,-1,0,1,-1.0,-1.0,696.83,-1,-1,0,0,5,9,3,23.28,47.76,993082,2345,1
15501,40,1,1,1,-1,0,1,-1.0,-1.0,374.52,-1,-1,0,0,1,9,3,38.97,64.28,1500003,3354,1
15501,41,1,2,2,-1,1,4,-1.0,-1.0,374.52,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15501,6,1,2,3,-1,1,7,-1.0,-1.0,374.52,-1,-1,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15501,6,1,2,4,-1,1,7,-1.0,-1.0,374.52,-1,-1,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15507,55,1,1,1,-1,0,1,-1.0,-1.0,139.44,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,1
15514,35,1,2,1,-1,0,1,-1.0,-1.0,122.39,-1,-1,0,0,-1,-1,4,4.77,18.69,557604,268,1
15514,39,1,1,2,-1,1,1,-1.0,-1.0,122.39,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,1
15514,6,1,1,3,-1,1,7,7.46,27.77,122.39,130445,387,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15514,1,1,2,4,-1,1,8,-1.0,-1.0,122.39,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15521,998,1,2,1,-1,0,3,-1.0,-1.0,461.93,-1,-1,0,1,-1,-1,-1,-1.0,-1.0,-1,-1,0
15525,38,1,2,1,-1,0,4,-1.0,-1.0,137.98,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15525,41,1,1,2,-1,1,1,-1.0,-1.0,137.98,-1,-1,0,0,-1,-1,-1,24.45,58.34,1145598,2403,1
15525,0,1,2,3,-1,1,8,-1.0,-1.0,137.98,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15529,37,1,2,1,-1,2,1,-1.0,-1.0,126.96,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,1
15529,45,1,2,2,-1,0,4,-1.0,-1.0,126.96,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15538,56,1,2,1,-1,0,2,-1.0,-1.0,148.85,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,2
15538,54,1,1,2,-1,0,4,-1.0,-1.0,148.85,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15539,45,1,1,1,-1,0,1,-1.0,-1.0,140.52,-1,-1,0,0,-1,-1,-1,15.48,40.12,71761,1517,1
15539,45,1,2,2,-1,0,4,-1.0,-1.0,140.52,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15539,18,1,1,3,-1,0,5,10.29,40.61,140.52,74320,305,1,1,-1,-1,-1,-1.0,-1.0,-1,-1,0
15539,17,1,1,4,-1,0,6,6.43,32.26,140.52,506397,573,1,1,-1,-1,-1,-1.0,-1.0,-1,-1,0
15539,15,1,1,5,-1,0,7,6.43,32.26,140.52,506397,573,1,1,-1,-1,-1,-1.0,-1.0,-1,-1,0
15539,10,1,2,6,-1,0,7,0.86,8.41,140.52,59672,697,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15541,77,1,1,1,-1,0,3,-1.0,-1.0,153.79,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15541,72,1,2,2,-1,0,3,-1.0,-1.0,153.79,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15543,30,1,2,1,-1,0,1,-1.0,-1.0,148.56,-1,-1,0,0,-1,-1,3,15.9,30.19,1090291,2565,1
15543,1,1,1,2,-1,1,8,16.77,32.46,148.56,311085,1797,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15544,69,1,2,1,-1,0,3,-1.0,-1.0,105.4,-1,-1,0,1,-1,-1,-1,-1.0,-1.0,-1,-1,0
15544,70,1,1,2,-1,0,1,-1.0,-1.0,105.4,-1,-1,0,1,5,4,5,9.01,25.09,147783,503,1
15545,24,1,2,1,-1,0,5,-1.0,-1.0,545.47,-1,-1,2,1,-1,-1,-1,-1.0,-1.0,-1,-1,0
15545,25,1,1,2,-1,1,1,-1.0,-1.0,545.47,-1,-1,0,0,-1,-1,-1,4.23,20.3,147302,324,1
15547,50,1,2,1,-1,0,1,-1.0,-1.0,90.1,-1,-1,0,0,4,9,3,9.83,35.91,559097,177,1
15550,88,1,2,1,-1,0,3,-1.0,-1.0,135.76,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15551,76,1,1,1,-1,0,3,-1.0,-1.0,244.9,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15551,76,1,2,2,-1,0,3,-1.0,-1.0,244.9,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15552,39,1,2,1,-1,0,1,-1.0,-1.0,146.34,-1,-1,0,0,-1,-1,-1,2.98,17.62,425072,388,1
15552,35,1,1,2,-1,0,1,-1.0,-1.0,146.34,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,1
15564,33,1,1,1,-1,0,1,-1.0,-1.0,362.34,-1,-1,0,0,-1,-1,-1,13.9,34.43,64001,1471,1
15566,38,1,2,1,-1,0,2,-1.0,-1.0,139.0,-1,-1,0,0,-1,-1,-1,11.32,26.14,956413,2598,2
15566,37,1,1,2,-1,0,1,-1.0,-1.0,139.0,-1,-1,0,0,-1,-1,-1,3.35,16.08,210497,254,1
15566,7,1,1,3,-1,0,7,0.48,5.75,139.0,38711,130,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15566,4,1,1,4,-1,0,8,1.26,8.26,139.0,38716,171,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15566,2,1,2,5,-1,0,8,-1.0,-1.0,139.0,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15570,31,1,2,1,-1,0,1,-1.0,-1.0,194.67,-1,-1,0,1,-1,-1,-1,-1.0,-1.0,-1,-1,1
15570,37,1,1,2,-1,1,1,-1.0,-1.0,194.67,-1,-1,0,0,-1,-1,-1,0.33,7.3,130440,387,1
15577,54,1,1,1,-1,0,5,1.64,15.53,461.93,386303,552,2,1,-1,-1,-1,-1.0,-1.0,-1,-1,0
15579,33,1,2,1,-1,0,2,-1.0,-1.0,533.44,-1,-1,0,0,8,9,3,6.21,24.05,106087,645,2
15579,33,1,1,2,-1,0,1,-1.0,-1.0,533.44,-1,-1,0,0,-1,-1,3,8.74,26.03,424769,808,1
15585,70,1,2,1,-1,0,3,-1.0,-1.0,376.74,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15585,36,1,2,2,-1,0,5,13.72,46.27,376.74,42701,465,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15587,57,1,2,1,-1,0,4,-1.0,-1.0,174.51,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15587,56,1,1,2,-1,1,1,-1.0,-1.0,174.51,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,1
15589,52,1,2,1,-1,0,2,-1.0,-1.0,119.61,-1,-1,0,1,-1,-1,-1,6.19,27.82,306361,398,2
15589,54,1,1,2,-1,0,1,-1.0,-1.0,119.61,-1,-1,0,0,-1,-1,-1,5.32,22.49,228532,71,1
15590,31,1,2,1,-1,0,1,-1.0,-1.0,146.92,-1,-1,0,0,8,5,3,6.94,23.21,40998,458,1
15590,31,1,1,2,-1,1,1,-1.0,-1.0,146.92,0,-1,2,1,-1,-1,-1,14.57,34.92,175226,1615,1
15590,1,1,1,3,-1,1,8,-1.0,-1.0,146.92,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15591,35,1,1,1,-1,0,1,3.35,22.62,93.99,386303,552,2,1,5,4,1,2.35,18.73,93951,406,1
15592,64,1,1,1,-1,0,1,-1.0,-1.0,217.82,-1,-1,0,0,-1,-1,3,10.35,37.31,550932,815,1
15592,65,1,2,2,-1,1,3,-1.0,-1.0,217.82,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15593,57,1,2,1,-1,0,4,-1.0,-1.0,324.1,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15593,78,1,2,2,-1,1,2,-1.0,-1.0,324.1,-1,-1,0,0,-1,-1,-1,0.34,3.38,58290,1775,2
15593,79,1,2,3,-1,1,3,-1.0,-1.0,324.1,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15594,37,1,1,1,-1,0,1,-1.0,-1.0,155.45,-1,-1,0,1,8,9,6,3.49,16.17,361204,628,1
15652,30,1,2,1,-1,0,4,-1.0,-1.0,1170.18,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15671,48,1,1,1,-1,0,1,-1.0,-1.0,303.76,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,1
15671,36,1,2,2,-1,0,1,-1.0,-1.0,303.76,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,1
15671,0,1,2,3,-1,0,8,-1.0,-1.0,303.76,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15687,62,1,1,1,-1,0,4,-1.0,-1.0,92.12,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15687,57,1,2,2,-1,1,4,-1.0,-1.0,92.12,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15726,65,1,2,1,-1,0,3,-1.0,-1.0,86.93,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15727,71,1,2,1,-1,0,3,-1.0,-1.0,170.63,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15729,49,1,2,1,-1,0,4,-1.0,-1.0,164.52,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15729,52,1,1,2,-1,1,1,-1.0,-1.0,164.52,-1,-1,0,0,-1,-1,-1,7.13,24.76,578015,3622,1
15729,16,1,1,3,-1,1,6,5.08,13.29,164.52,587435,3552,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15729,25,1,2,4,-1,1,2,-1.0,-1.0,164.52,-1,-1,0,1,-1,-1,-1,8.3,28.28,579749,3626,2
15738,59,1,2,1,-1,0,4,-1.0,-1.0,133.18,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15738,61,1,1,2,-1,1,2,-1.0,-1.0,133.18,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,2
15745,49,1,2,1,-1,0,4,-1.0,-1.0,172.07,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15745,11,1,1,2,-1,0,7,3.43,11.94,172.07,624292,3642,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15753,59,1,2,1,-1,0,4,-1.0,-1.0,91.81,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15777,72,1,2,1,-1,0,3,-1.0,-1.0,49.1,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15777,73,1,1,2,-1,1,3,-1.0,-1.0,49.1,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15782,53,1,2,1,-1,0,4,-1.0,-1.0,100.0,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15782,58,1,1,2,-1,0,1,-1.0,-1.0,100.0,-1,-1,0,0,-1,-1,3,-1.0,-1.0,-1,-1,1
15782,78,1,2,3,-1,2,2,-1.0,-1.0,100.0,-1,-1,0,0,-1,-1,-1,6.0,17.06,609956,3492,2
15786,52,1,2,1,-1,0,2,-1.0,-1.0,250.15,-1,-1,0,0,-1,-1,3,-1.0,-1.0,-1,-1,2
15786,51,1,1,2,-1,0,1,-1.0,-1.0,250.15,-1,-1,0,0,-1,-1,3,13.12,32.16,650778,3583,1
15786,17,1,2,3,-1,1,6,4.38,13.72,250.15,585727,3525,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15786,15,1,1,4,-1,1,7,4.38,13.72,250.15,585727,3525,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15789,37,1,2,1,-1,0,4,-1.0,-1.0,215.07,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15789,41,1,1,2,-1,0,1,-1.0,-1.0,215.07,-1,-1,0,0,-1,-1,-1,6.1,18.52,624102,3642,1
15789,8,1,2,3,-1,0,7,2.4,11.41,215.07,570556,3654,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15789,7,1,1,4,-1,0,7,2.4,11.41,215.07,570556,3654,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15805,76,1,1,1,-1,0,3,-1.0,-1.0,74.78,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15805,75,1,2,2,-1,1,3,-1.0,-1.0,74.78,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15828,34,1,2,1,-1,0,1,-1.0,-1.0,299.15,-1,-1,0,0,-1,-1,-1,14.64,30.86,609946,3492,1
15828,30,1,1,2,-1,0,4,-1.0,-1.0,299.15,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15828,10,1,1,3,-1,0,7,8.83,21.58,299.15,597807,3484,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15828,7,1,2,4,-1,0,7,8.83,21.58,299.15,597807,3484,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15829,50,1,1,1,-1,0,1,-1.0,-1.0,341.7,-1,-1,0,0,-1,-1,4,3.75,13.41,604936,3583,1
15829,48,1,2,2,-1,1,1,-1.0,-1.0,341.7,-1,-1,0,0,-1,-1,-1,3.75,13.41,604936,3583,1
15829,28,1,2,3,-1,0,2,-1.0,-1.0,341.7,-1,-1,0,0,-1,-1,3,6.64,16.33,650108,3528,2
15835,77,1,1,1,-1,0,3,-1.0,-1.0,80.01,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15835,72,1,2,2,-1,0,3,-1.0,-1.0,80.01,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15840,67,1,2,1,-1,0,3,-1.0,-1.0,182.04,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15840,76,1,1,2,-1,1,2,-1.0,-1.0,182.04,-1,-1,0,0,-1,-1,-1,0.94,5.75,648100,3509,2
15848,56,1,2,1,-1,0,4,-1.0,-1.0,95.65,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15872,50,1,1,1,-1,0,4,-1.0,-1.0,60.48,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15872,46,1,2,2,-1,1,4,-1.0,-1.0,60.48,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15881,52,1,1,1,-1,0,1,-1.0,-1.0,164.25,-1,-1,0,0,1,1,3,21.4,50.29,593768,3518,1
15881,49,1,2,2,-1,1,2,-1.0,-1.0,164.25,-1,-1,0,0,-1,-1,-1,14.79,35.77,664756,3492,2
15881,16,1,1,3,-1,1,6,4.46,15.69,164.25,590192,3692,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15881,14,1,1,4,-1,1,7,5.63,17.72,164.25,655384,3689,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15882,56,1,1,1,-1,0,1,-1.0,-1.0,130.81,-1,-1,0,0,-1,-1,4,16.04,33.67,641704,3525,1
15882,60,1,2,2,-1,0,1,-1.0,-1.0,130.81,-1,-1,0,0,-1,-1,3,16.04,33.67,641704,3525,1
15882,19,1,2,3,-1,1,5,-1.0,-1.0,130.81,-1,-1,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15892,82,1,2,1,-1,0,3,-1.0,-1.0,86.93,-1,-1,0,1,-1,-1,-1,-1.0,-1.0,-1,-1,0
15932,64,1,2,1,-1,0,2,-1.0,-1.0,133.98,-1,-1,0,0,5,4,3,17.37,36.78,609897,3492,2
15951,67,1,1,1,-1,0,3,-1.0,-1.0,68.88,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15951,59,1,2,2,-1,1,4,-1.0,-1.0,68.88,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15967,52,1,1,1,-1,0,1,-1.0,-1.0,89.67,-1,-1,0,0,5,4,3,-1.0,-1.0,-1,-1,1
15967,50,1,2,2,-1,0,1,-1.0,-1.0,89.67,-1,-1,0,0,5,5,3,20.6,38.6,674706,3514,1
15983,45,1,1,1,-1,0,1,-1.0,-1.0,328.21,-1,-1,0,0,-1,-1,3,-1.0,-1.0,-1,-1,1
15983,45,1,2,2,-1,1,1,-1.0,-1.0,328.21,-1,-1,0,0,-1,-1,-1,13.55,27.4,666926,3492,1
15983,8,1,2,3,-1,1,7,1.23,6.19,328.21,672236,3540,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15983,6,1,1,4,-1,1,7,2.82,10.35,328.21,587989,3551,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15994,85,1,2,1,-1,0,3,-1.0,-1.0,74.78,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
15994,87,1,1,2,-1,1,3,-1.0,-1.0,74.78,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
16001,35,1,2,1,-1,0,5,11.04,215.4,319.43,386303,552,1,1,9,9,3,-1.0,-1.0,-1,-1,2
16001,9,1,1,2,-1,1,7,0.7,4.66,319.43,590194,3692,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
16001,7,1,2,3,-1,1,7,0.7,4.66,319.43,590194,3692,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
16047,52,1,1,1,-1,0,4,-1.0,-1.0,179.57,-1,-1,0,1,-1,-1,-1,-1.0,-1.0,-1,-1,0
16047,50,1,2,2,-1,1,4,-1.0,-1.0,179.57,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
16086,33,1,2,1,-1,0,1,-1.0,-1.0,1412.92,-1,-1,0,0,4,1,0,2.64,12.3,593775,3496,1
16086,26,1,1,2,-1,1,2,-1.0,-1.0,1412.92,-1,-1,0,0,-1,-1,-1,3.43,12.54,643097,3525,2
16086,29,1,1,3,-1,1,4,-1.0,-1.0,1412.92,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
16102,58,1,2,1,-1,0,4,-1.0,-1.0,136.8,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
16114,35,1,1,1,-1,2,1,4.62,17.54,62.62,674828,3596,2,0,-1,-1,-1,26.83,60.99,672950,3693,1
16114,33,1,2,2,-1,0,1,-1.0,-1.0,62.62,-1,-1,0,0,-1,-1,3,2.94,11.09,605189,3578,1
16120,77,1,2,1,-1,0,2,-1.0,-1.0,230.95,-1,-1,0,0,-1,-1,-1,6.82,20.41,585494,3529,2
16124,26,1,2,1,-1,0,1,-1.0,-1.0,303.76,-1,-1,0,0,5,6,4,13.08,35.07,580965,3698,1
16124,30,1,1,2,-1,1,1,-1.0,-1.0,303.76,-1,-1,0,1,-1,-1,-1,-1.0,-1.0,-1,-1,1
16124,2,1,1,3,-1,1,8,9.78,27.89,303.76,590194,3692,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
16126,49,1,1,1,-1,0,1,-1.0,-1.0,62.62,-1,-1,0,0,5,5,3,3.17,11.88,663184,3491,1
16126,49,1,2,2,-1,0,2,-1.0,-1.0,62.62,-1,-1,0,0,7,9,3,4.32,14.41,593124,3500,2
16128,58,1,2,1,-1,0,4,-1.0,-1.0,57.17,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
16128,56,1,1,2,-1,1,1,-1.0,-1.0,57.17,-1,-1,0,1,-1,-1,-1,19.86,238.21,59031,522,1
16132,52,1,2,1,-1,0,2,-1.0,-1.0,120.91,-1,-1,0,0,8,2,3,9.2,20.24,584006,3510,2
16132,55,1,1,2,-1,1,4,-1.0,-1.0,120.91,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
16132,82,1,2,3,-1,0,3,-1.0,-1.0,120.91,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
16180,58,1,2,1,-1,0,2,-1.0,-1.0,133.98,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,2
16209,22,1,1,1,-1,0,1,-1.0,-1.0,130.81,-1,-1,0,0,-1,-1,-1,38.18,77.34,609036,3696,1
16209,50,1,1,2,-1,0,1,-1.0,-1.0,130.81,-1,-1,0,1,-1,-1,-1,11.24,33.3,579749,3626,1
16209,46,1,2,3,-1,0,4,-1.0,-1.0,130.81,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
16241,52,1,2,1,-1,0,1,-1.0,-1.0,95.37,-1,-1,0,0,-1,-1,3,-1.0,-1.0,-1,-1,1
16241,52,1,1,2,-1,0,1,-1.0,-1.0,95.37,-1,-1,0,0,-1,-1,3,1.9,8.76,590192,3692,1
16243,60,1,2,1,-1,0,4,-1.0,-1.0,86.72,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
16243,89,1,2,2,-1,0,3,-1.0,-1.0,86.72,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
16263,62,1,1,1,-1,0,1,-1.0,-1.0,97.82,-1,-1,0,1,2,1,0,20.57,257.59,59054,539,1
16263,28,1,1,2,-1,1,1,-1.0,-1.0,97.82,-1,-1,0,0,-1,-1,-1,14.02,24.58,592378,3493,1
16263,22,1,2,3,-1,1,1,-1.0,-1.0,97.82,-1,-1,0,0,-1,-1,-1,15.99,33.52,592855,3500,1
16291,56,1,1,1,-1,0,4,-1.0,-1.0,91.18,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
16315,51,1,1,1,-1,0,1,-1.0,-1.0,95.37,-1,-1,0,1,-1,-1,-1,8.72,28.81,579749,3626,1
16315,42,1,2,2,-1,0,1,-1.0,-1.0,95.37,-1,-1,0,0,-1,-1,-1,1.93,9.81,580762,3647,1
16324,56,1,2,1,-1,0,4,-1.0,-1.0,64.33,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
16324,59,1,1,2,-1,0,4,-1.0,-1.0,64.33,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
16336,47,1,2,1,-1,0,1,-1.0,-1.0,191.68,-1,-1,0,0,6,5,3,9.65,32.21,599383,3623,1
16336,15,1,1,2,-1,1,7,1.68,7.5,191.68,624295,3642,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
16366,69,1,1,1,-1,2,3,-1.0,-1.0,68.41,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
16366,67,1,2,2,-1,0,3,-1.0,-1.0,68.41,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
16417,69,1,1,1,-1,0,3,-1.0,-1.0,152.47,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
16422,42,1,2,1,-1,0,4,-1.0,-1.0,107.59,-1,-1,0,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
16422,43,1,1,2,-1,0,1,-1.0,-1.0,107.59,-1,-1,0,0,1,2,3,1.01,8.51,579749,3626,1
16422,6,1,2,3,-1,1,7,4.17,20.69,107.59,604981,3584,1,0,-1,-1,-1,-1.0,-1.0,-1,-1,0
