w_geocode,Base,Zone,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,,
530530729031054,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031057,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031058,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031059,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031060,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031061,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031062,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031063,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031064,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031065,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031066,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031067,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031068,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031069,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031070,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031071,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031072,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031073,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031074,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031075,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031076,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031077,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031078,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031079,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031080,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031081,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031082,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031083,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031084,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031085,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031086,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031087,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031088,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031089,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031090,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031097,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031098,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031099,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031100,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031101,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031102,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031103,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031104,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031105,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031106,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031107,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031108,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031109,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031110,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031111,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031112,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031113,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031114,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031115,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031116,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031117,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031118,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031119,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031120,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031121,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031122,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031123,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031124,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031125,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031126,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031127,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031128,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031129,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031130,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031131,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031132,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031133,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031134,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031135,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031136,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031137,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031138,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031139,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031140,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031141,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031142,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031143,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031144,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031145,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031146,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031147,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031148,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031151,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031152,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031153,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031154,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031155,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031156,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031157,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031158,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031159,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031160,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031161,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031162,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031163,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031171,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031172,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031175,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031176,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031177,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031178,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031179,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031180,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031181,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031182,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031183,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031184,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031185,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031186,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031187,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031188,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031191,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031218,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031219,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031220,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031221,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031222,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031223,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031224,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031225,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031234,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031235,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031239,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031257,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031258,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031259,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031008,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031018,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031027,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
530530729031056,JBLM North Fort,3070,28,31,34,37,40,44,47,50,53,56,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,,
