GEOID,Large_Area,PSRC_TAZ,BKR_TAZ,External_Station,Station_Name,Total_IE,Total_EI,SOV_IE,SOV_EI,HOV_IE,HOV_EI
530530703162008,Pierce Other,3159,564,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530704011003,Pierce Other,3293,564,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530704011008,Pierce Other,3293,564,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530704011016,Pierce Other,3293,564,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530704011025,Pierce Other,3292,564,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530704012031,Pierce Other,3311,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530704031005,Pierce Other,3412,564,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530704032014,Pierce Other,3413,564,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530704033017,Pierce Other,3422,564,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530704033019,Pierce Other,3422,564,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530704033020,Pierce Other,3422,564,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530704041002,Pierce Other,3413,564,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530704041017,Pierce Other,3413,564,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530704042013,Pierce Other,3412,564,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530707031003,Pierce Other,3137,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530707031012,Pierce Other,3133,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530707031015,Pierce Other,3133,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530707031017,Pierce Other,3137,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530707031019,Pierce Other,3135,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530707032005,Pierce Other,3143,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530707032011,Pierce Other,3143,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530707032020,Pierce Other,3144,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530707032021,Pierce Other,3144,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530707033004,Pierce Other,3140,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530707033011,Pierce Other,3142,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530707033012,Pierce Other,3140,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530707034000,Pierce Other,3138,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530707034002,Pierce Other,3138,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530707034022,Pierce Other,3139,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530707035015,Pierce Other,3137,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530707035022,Pierce Other,3137,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530707035024,Pierce Other,3137,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530711001002,Pierce Other,3277,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530711001004,Pierce Other,3275,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530711001005,Pierce Other,3275,563,3734,SR507,0.16,0.16,0.13,0.13,0.02,0.02
530530711001008,Pierce Other,3277,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530711002000,Pierce Other,3323,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530711002010,Pierce Other,3326,563,3734,SR507,0.16,0.16,0.13,0.13,0.02,0.02
530530712051003,Pierce Other,3246,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530712051008,Pierce Other,3247,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712051012,Pierce Other,3278,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712051015,Pierce Other,3278,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712052009,Pierce Other,3279,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712052015,Pierce Other,3279,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712052017,Pierce Other,3279,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712052021,Pierce Other,3279,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712052023,Pierce Other,3279,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712061011,Pierce Other,3320,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712061016,Pierce Other,3320,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530712062000,Pierce Other,3320,563,3734,SR507,0.16,0.16,0.13,0.13,0.02,0.02
530530712062004,Pierce Other,3320,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530712062011,Pierce Other,3320,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712063001,Pierce Other,3321,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530712063002,Pierce Other,3321,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530712063021,Pierce Other,3322,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712063022,Pierce Other,3322,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530712064001,Pierce Other,3316,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530712064008,Pierce Other,3318,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530712064009,Pierce Other,3318,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712064028,Pierce Other,3318,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712064034,Pierce Other,3318,563,3734,SR507,0.16,0.16,0.13,0.13,0.02,0.02
530530712064049,Pierce Other,3319,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530712071003,Pierce Other,3314,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712071004,Pierce Other,3375,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530712072011,Pierce Other,3375,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530712072021,Pierce Other,3375,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712072022,Pierce Other,3375,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712073005,Pierce Other,3315,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530712081005,Pierce Other,3376,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530712081009,Pierce Other,3376,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530712082008,Pierce Other,3376,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712091000,Pierce Other,3313,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712091002,Pierce Other,3313,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712091003,Pierce Other,3314,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530712091006,Pierce Other,3313,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712092003,Pierce Other,3313,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712093002,Pierce Other,3313,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712101008,Pierce Other,3291,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530712101017,Pierce Other,3291,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530712102001,Pierce Other,3292,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712102008,Pierce Other,3292,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712103011,Pierce Other,3292,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712103019,Pierce Other,3292,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712103020,Pierce Other,3292,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530712103030,Pierce Other,3292,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712103031,Pierce Other,3312,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712103042,Pierce Other,3312,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530712103047,Pierce Other,3292,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530713041002,Pierce Other,3374,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530713041010,Pierce Other,3374,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530713041011,Pierce Other,3374,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530713042009,Pierce Other,3373,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530713042012,Pierce Other,3373,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530713051008,Pierce Other,3327,563,3734,SR507,0.16,0.16,0.13,0.13,0.02,0.02
530530713051022,Pierce Other,3369,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530713051026,Pierce Other,3369,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530713051034,Pierce Other,3369,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530713051035,Pierce Other,3369,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530713051043,Pierce Other,3369,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530713052003,Pierce Other,3324,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530713052016,Pierce Other,3325,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530713052018,Pierce Other,3370,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530713052022,Pierce Other,3370,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530713052027,Pierce Other,3370,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530713052031,Pierce Other,3370,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530713052034,Pierce Other,3370,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530713061012,Pierce Other,3387,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530713062000,Pierce Other,3387,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530713062003,Pierce Other,3387,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530713062005,Pierce Other,3388,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530713062020,Pierce Other,3404,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530713062026,Pierce Other,3387,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530713063000,Pierce Other,3388,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530713063023,Pierce Other,3404,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530713064000,Pierce Other,3403,563,3734,SR507,0.16,0.16,0.13,0.13,0.02,0.02
530530713064001,Pierce Other,3403,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530713064002,Pierce Other,3403,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530713064009,Pierce Other,3403,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530713064010,Pierce Other,3403,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530713071001,Pierce Other,3372,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530713071002,Pierce Other,3372,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530713071008,Pierce Other,3372,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530713072001,Pierce Other,3372,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530713073007,Pierce Other,3371,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530713091002,Pierce Other,3386,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530713093000,Pierce Other,3385,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530713101016,Pierce Other,3386,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530713102000,Pierce Other,3384,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530713102004,Pierce Other,3384,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530713102010,Pierce Other,3384,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530713102012,Pierce Other,3384,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530713102013,Pierce Other,3384,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714031013,Pierce Other,3397,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714031016,Pierce Other,3398,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714032000,Pierce Other,3398,565,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530714032008,Pierce Other,3397,565,3734,SR507,0.16,0.16,0.13,0.13,0.02,0.02
530530714033003,Pierce Other,3398,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714033008,Pierce Other,3398,565,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530714033010,Pierce Other,3398,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714033011,Pierce Other,3398,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714033012,Pierce Other,3398,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714033027,Pierce Other,3398,565,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530714033034,Pierce Other,3398,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714033035,Pierce Other,3398,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714061000,Pierce Other,3434,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714061003,Pierce Other,3434,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714061005,Pierce Other,3434,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714063007,Pierce Other,3432,565,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530714063017,Pierce Other,3432,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714064000,Pierce Other,3405,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714064003,Pierce Other,3405,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714064012,Pierce Other,3405,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714071008,Pierce Other,3431,565,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530714071012,Pierce Other,3431,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714072002,Pierce Other,3433,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714072005,Pierce Other,3433,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714072008,Pierce Other,3433,565,3734,SR507,0.16,0.16,0.13,0.13,0.02,0.02
530530714073007,Pierce Other,3433,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714074000,Pierce Other,3431,565,3734,SR507,0.16,0.16,0.13,0.13,0.02,0.02
530530714074001,Pierce Other,3431,565,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530714074005,Pierce Other,3433,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714074010,Pierce Other,3431,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714074011,Pierce Other,3433,565,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530714081009,Pierce Other,3402,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714081011,Pierce Other,3402,565,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530714082001,Pierce Other,3399,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714082002,Pierce Other,3399,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714082008,Pierce Other,3399,565,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530714082012,Pierce Other,3400,565,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530714082019,Pierce Other,3400,565,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530714082025,Pierce Other,3400,565,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530714083000,Pierce Other,3400,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714083004,Pierce Other,3400,565,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530714091000,Pierce Other,3400,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714091004,Pierce Other,3400,565,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530714091005,Pierce Other,3400,565,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530714091006,Pierce Other,3400,565,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530714091017,Pierce Other,3400,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714092002,Pierce Other,3402,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714093000,Pierce Other,3402,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714093004,Pierce Other,3402,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714093013,Pierce Other,3402,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714094000,Pierce Other,3402,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714094001,Pierce Other,3402,565,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530714094007,Pierce Other,3402,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714101000,Pierce Other,3435,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714101001,Pierce Other,3435,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714101006,Pierce Other,3435,565,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530714102000,Pierce Other,3436,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714103001,Pierce Other,3435,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714112000,Pierce Other,3436,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714112004,Pierce Other,3436,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714112008,Pierce Other,3357,565,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530714112011,Pierce Other,3357,565,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530714113003,Pierce Other,3436,565,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530714113006,Pierce Other,3436,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714113011,Pierce Other,3436,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530714113016,Pierce Other,3436,565,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715031000,Pierce Other,3366,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530715031003,Pierce Other,3394,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715031005,Pierce Other,3394,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530715031009,Pierce Other,3394,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715031029,Pierce Other,3394,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715032008,Pierce Other,3395,563,3734,SR507,0.16,0.16,0.13,0.13,0.02,0.02
530530715033009,Pierce Other,3395,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530715033012,Pierce Other,3395,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715033014,Pierce Other,3395,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715034008,Pierce Other,3394,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530715034009,Pierce Other,3394,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715041001,Pierce Other,3363,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530715041002,Pierce Other,3363,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715041014,Pierce Other,3363,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715041015,Pierce Other,3363,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715041021,Pierce Other,3364,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530715041022,Pierce Other,3364,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715041024,Pierce Other,3364,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715041031,Pierce Other,3366,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530715041033,Pierce Other,3366,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715042003,Pierce Other,3361,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715042005,Pierce Other,3361,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715042012,Pierce Other,3361,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715042022,Pierce Other,3362,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715043001,Pierce Other,3359,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715043007,Pierce Other,3359,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715043011,Pierce Other,3362,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715044020,Pierce Other,3364,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530715051001,Pierce Other,3368,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530715051003,Pierce Other,3368,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715051004,Pierce Other,3368,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715051005,Pierce Other,3368,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530715051009,Pierce Other,3368,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715052002,Pierce Other,3391,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715052006,Pierce Other,3391,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715053004,Pierce Other,3389,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715053005,Pierce Other,3393,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715054002,Pierce Other,3393,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715054014,Pierce Other,3393,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715061004,Pierce Other,3389,563,3734,SR507,0.16,0.16,0.13,0.13,0.02,0.02
530530715061009,Pierce Other,3389,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715061015,Pierce Other,3390,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530715062006,Pierce Other,3401,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715062008,Pierce Other,3401,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715063000,Pierce Other,3390,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715063008,Pierce Other,3390,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715063015,Pierce Other,3390,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715063017,Pierce Other,3390,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530715063022,Pierce Other,3390,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530716011010,Pierce Other,3270,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530716011011,Pierce Other,3270,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530716011016,Pierce Other,3272,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530716011021,Pierce Other,3272,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530716012003,Pierce Other,3275,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530716012005,Pierce Other,3271,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530716012006,Pierce Other,3271,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530716012019,Pierce Other,3273,563,3734,SR507,0.16,0.16,0.13,0.13,0.02,0.02
530530716012025,Pierce Other,3275,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530716012041,Pierce Other,3273,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530716021004,Pierce Other,3367,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530716021007,Pierce Other,3367,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530716021012,Pierce Other,3367,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530716022010,Pierce Other,3329,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530716022011,Pierce Other,3329,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530716022012,Pierce Other,3329,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530716022015,Pierce Other,3326,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530716022017,Pierce Other,3326,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530716023003,Pierce Other,3331,563,3734,SR507,0.16,0.16,0.13,0.13,0.02,0.02
530530716023006,Pierce Other,3332,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530716023016,Pierce Other,3331,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530716024005,Pierce Other,3334,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530716024006,Pierce Other,3334,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530717032009,Pierce Other,3339,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530717032010,Pierce Other,3339,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530717041002,Pierce Other,3342,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530717042008,Pierce Other,3340,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530717042013,Pierce Other,3340,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530717043000,Pierce Other,3340,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530717051000,Pierce Other,3333,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530717051004,Pierce Other,3335,563,3734,SR507,0.16,0.16,0.13,0.13,0.02,0.02
530530717051025,Pierce Other,3335,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530717051027,Pierce Other,3335,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530717051032,Pierce Other,3335,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530717052001,Pierce Other,3337,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
530530717052009,Pierce Other,3337,563,3734,SR507,0.00,0.16,0.00,0.13,0.00,0.02
530530717052018,Pierce Other,3337,563,3734,SR507,0.16,0.00,0.13,0.00,0.02,0.00
