FID,FID_juncti,OBJECTID,ANCILLARYR,ENABLED,PSRCjunctI,JunctionTy,TRANSITSTO,P_RStalls,Modes,FTRdescrip,inServiceD,outService,dateLastUp,EMME2nodeI,EMME2nodeL,DateCreate,LastEditor,EditNotes,Processing,EMME2Dir,EMME2HOV,PSRC_E2ID,ScenarioID,Scen_Node,IsZone,XCoord,YCoord,lat,lon,FID_urbcen,ID,NAME,AREA_FEET,PERIMETER_,PARKING,POPDEN1996,PLANPOP96,JOBS1994,PLANJOBS94,HOUSEUNITS,HUPLAN,FLOORSPC,ACRES,HECTARES,AREA,PERIMETER,ADOPTDATE
526,1607,60734604,0,1,144184,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,148184,0,1238502.352939999900000,98841.705882399998000,47.2593994,-122.4520035,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
527,782,60734291,0,1,144093,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,148093,0,1240010.529410000000000,99051.882352899993000,47.2599983,-122.4459991,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
528,836,60734290,0,1,144068,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,148068,0,1237738.000000000000000,99114.764705900001000,47.2601013,-122.4550018,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
529,16915,60734967,0,1,144037,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,148037,0,1238094.647060000100000,99162.764705900001000,47.2602005,-122.4540024,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
530,19822,60746727,0,1,191289,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,2807,n/a,8/15/2011 0:00:00,Stefan,New Centroids,8, ,0,2807,107,2807,1,1239594.058819999900000,99228.176470599996000,47.2605019,-122.4479980,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
531,5678,60734925,0,1,143943,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,147943,0,1240673.529410000000000,99337.176470599996000,47.2608986,-122.4430008,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
532,8822,60751562,0,1,194571,3,0,0,a,light rail station,2027,2050,7/21/2016 0:00:00,0,n/a,9/19/2013 0:00:00,LEngel, ,0, ,0,0,107,198571,0,1240677.529410000000000,99350.176470599996000,47.2608986,-122.4430008,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
533,17066,60734834,0,1,143935,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,147935,0,1238069.882350000100000,99351.294117600002000,47.2607002,-122.4540024,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
534,17711,60745672,0,1,143914,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,147914,0,1239908.647060000100000,99403.705882399998000,47.2610016,-122.4459991,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
535,16984,60734640,0,1,143904,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,147904,0,1240855.882350000100000,99417.235294099999000,47.2611008,-122.4420013,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
536,16164,60734286,0,1,143893,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,147893,0,1241145.647060000100000,99442.647058799994000,47.2612000,-122.4410019,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
537,723,60734104,0,1,143844,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,147844,0,1238401.529410000000000,99587.117647100007000,47.2613983,-122.4520035,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
538,16053,60734283,0,1,143723,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,147723,0,1238731.000000000000000,99823.000000000000000,47.2621002,-122.4509964,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
539,8295,60746225,0,1,191287,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,2805,n/a,8/15/2011 0:00:00,Stefan,New Centroids,8, ,0,2805,107,2805,1,1240199.058819999900000,99830.764705900001000,47.2621994,-122.4449997,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
540,21461,60744995,0,1,181587,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,3/31/2009 0:00:00,Stefan, ,0, ,0,0,107,185587,0,1238745.882350000100000,99833.823529400004000,47.2621002,-122.4509964,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
541,16289,60734282,0,1,143698,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,147698,0,1240053.000000000000000,99865.117647100007000,47.2622986,-122.4459991,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
542,1706,60734793,0,1,143599,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,147599,0,1239069.352939999900000,100070.058824000010000,47.2627983,-122.4499969,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
543,17123,60734903,0,1,143488,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,147488,0,1239397.529410000000000,100300.411765000000000,47.2634010,-122.4479980,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
544,4708,60734875,0,1,143354,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,147354,0,1239755.117649999900000,100550.647059000000000,47.2640991,-122.4469986,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
545,21047,60744870,0,1,181588,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,3/31/2009 0:00:00,Stefan, ,0, ,0,0,107,185588,0,1239782.117649999900000,100569.941175999990000,47.2641983,-122.4469986,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
546,8031,60746367,0,1,191265,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,2783,n/a,8/15/2011 0:00:00,Stefan,New Centroids,8, ,0,2783,107,2783,1,1238540.294120000000000,100578.294118000010000,47.2640991,-122.4520035,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
547,16963,60734522,0,1,143304,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,147304,0,1239893.117649999900000,100649.176471000000000,47.2644005,-122.4459991,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
548,5733,60745652,0,1,143277,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,147277,0,1239403.000000000000000,100728.058824000010000,47.2645988,-122.4479980,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
549,16900,60734701,0,1,143263,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,147263,0,1240046.647060000100000,100758.705881999990000,47.2647018,-122.4459991,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
550,5773,60745648,0,1,143210,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,147210,0,1239479.882350000100000,100881.764706000000000,47.2649994,-122.4479980,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
551,16736,60734700,0,1,143206,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,147206,0,1239061.235290000000000,100900.058824000010000,47.2650986,-122.4499969,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
552,1708,60734858,0,1,143114,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,147114,0,1238723.647060000100000,101070.235294000000000,47.2654991,-122.4509964,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
553,6833,60748373,0,1,191264,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,2782,n/a,8/15/2011 0:00:00,Stefan,New Centroids,8, ,0,2782,107,2782,1,1239127.294120000000000,101327.352941000000000,47.2662010,-122.4499969,6,0,Tacoma Downtown,44710317.240000002000000,39767.161999999997000,18391,7642,24000,26950,46700,3720,13700,10.300000000000001,1378.461000000000000,415.374000000000020,44710317.240000002000000,39767.161999999997000, 
554,2201,60743542,0,1,180363,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,5/12/2008 0:00:00,Stefan, ,0, ,0,0,107,184363,0,1292020.882350000100000,113848.000000000000000,47.3033981,-122.2379990,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
555,3139,60732911,0,1,136851,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140851,0,1292894.529410000000000,113885.647059000000000,47.3035011,-122.2340012,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
556,5008,60732716,0,1,136843,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140843,0,1293271.000000000000000,113893.588235000000000,47.3036003,-122.2330017,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
557,19406,60750861,0,1,136838,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0,nb,0,0,107,140838,0,1293272.000000000000000,113897.764706000000000,47.3036003,-122.2330017,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
558,9169,60749753,0,1,136764,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140764,0,1293234.176470000100000,114048.000000000000000,47.3040009,-122.2330017,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
559,14532,60732895,0,1,136743,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140743,0,1294966.764710000000000,114086.411765000000000,47.3041992,-122.2259979,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
560,4991,60743887,0,1,180364,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,5/12/2008 0:00:00,Stefan, ,0, ,0,0,107,184364,0,1292625.117649999900000,114287.000000000000000,47.3045998,-122.2350006,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
561,14254,60732876,0,1,136585,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140585,0,1293938.000000000000000,114336.529412000000000,47.3047981,-122.2300034,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
562,14561,60732702,0,1,136584,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140584,0,1294237.529410000000000,114336.705881999990000,47.3047981,-122.2289963,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
563,18400,60742630,0,1,136580,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140580,0,1293462.882350000100000,114342.823529000000000,47.3047981,-122.2320023,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
564,8670,60749627,0,1,180369,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,5/12/2008 0:00:00,Stefan, ,0, ,0,0,107,184369,0,1293160.058819999900000,114396.705881999990000,47.3050003,-122.2330017,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
565,8817,60749626,0,1,180366,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,5/12/2008 0:00:00,Stefan, ,0, ,0,0,107,184366,0,1293191.470590000000000,114425.294118000010000,47.3050003,-122.2330017,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
566,4022,60732868,0,1,136521,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140521,0,1293140.000000000000000,114454.294118000010000,47.3050995,-122.2330017,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
567,9588,60747230,0,1,193129,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,1178,n/a,9/30/2011 0:00:00,Stefan,New Centroids,7, ,0,1178,107,1178,1,1294169.352939999900000,114504.823529000000000,47.3053017,-122.2289963,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
568,4002,60732934,0,1,136386,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140386,0,1294244.647060000100000,114668.352941000000000,47.3058014,-122.2289963,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
569,3958,60732864,0,1,136385,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140385,0,1294967.764710000000000,114670.117647000010000,47.3058014,-122.2259979,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
570,3556,60732683,0,1,136384,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140384,0,1293945.529410000000000,114671.941175999990000,47.3056984,-122.2300034,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
571,3107,60732536,0,1,136382,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140382,0,1293648.352939999900000,114673.470588000000000,47.3056984,-122.2310028,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
572,14555,60732637,0,1,136379,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140379,0,1293470.882350000100000,114674.411765000000000,47.3056984,-122.2320023,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
573,3858,60732682,0,1,136373,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140373,0,1294967.882350000100000,114681.411765000000000,47.3058014,-122.2259979,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
574,4934,60748252,0,1,136300,7,0,614,a,1008,1995,2050,5/4/2015 0:00:00,3758,1008,12/30/1899 0:00:00,Stefan,Auburn Garage at Auburn Station,0, ,0,3758,107,3758,1,1293561.058819999900000,114841.823529000000000,47.3061981,-122.2310028,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
575,20293,60747308,0,1,193127,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,1176,n/a,9/30/2011 0:00:00,Stefan,New Centroids,7, ,0,1176,107,1176,1,1292420.117649999900000,114848.352941000000000,47.3061981,-122.2360001,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
576,3903,60732858,0,1,136247,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140247,0,1293653.000000000000000,114895.882352999990000,47.3063011,-122.2310028,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
577,5624,60745032,0,1,181129,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0,n/a,1/14/2009 0:00:00,Stefan, ,0, ,0,0,107,185129,0,1294250.941180000100000,114958.176471000000000,47.3064995,-122.2289963,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
578,4123,60732931,0,1,136203,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140203,0,1293434.882350000100000,115007.647059000000000,47.3065987,-122.2320023,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
579,3959,60732930,0,1,136201,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140201,0,1293478.647060000100000,115008.117647000010000,47.3065987,-122.2320023,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
580,4972,60732722,0,1,136199,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140199,0,1293655.352939999900000,115008.941175999990000,47.3067017,-122.2310028,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
581,4537,60732929,0,1,136186,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140186,0,1293155.647060000100000,115036.764706000000000,47.3067017,-122.2330017,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
582,3902,60732856,0,1,136181,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140181,0,1293358.647060000100000,115049.117647000010000,47.3068008,-122.2320023,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
583,5063,60732845,0,1,136170,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140170,0,1293157.529410000000000,115063.588235000000000,47.3068008,-122.2330017,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
584,14637,60732525,0,1,136039,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140039,0,1293661.117649999900000,115341.176471000000000,47.3075981,-122.2310028,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
585,14658,60732900,0,1,136037,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140037,0,1293960.529410000000000,115342.882352999990000,47.3075981,-122.2300034,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
586,14432,60732813,0,1,136036,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140036,0,1293358.352939999900000,115343.470588000000000,47.3075981,-122.2320023,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
587,3737,60732672,0,1,136033,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140033,0,1294271.352939999900000,115344.882352999990000,47.3075981,-122.2289963,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
588,8249,60742616,0,1,136026,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,140026,0,1294969.882350000100000,115352.823529000000000,47.3077011,-122.2259979,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
589,3675,60732670,0,1,135999,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,139999,0,1293168.117649999900000,115384.117647000010000,47.3077011,-122.2330017,1,0,Auburn,10181821.749000000000000,14258.105000000000000,0,0,0,0,0,0,0,0.000000000000000,233.742999999999990,94.593000000000004,10181821.749000000000000,14258.105000000000000, 
