FID,FID_juncti,OBJECTID,ANCILLARYR,ENABLED,PSRCjunctI,JunctionTy,TRANSITSTO,P_RStalls,Modes,FTRdescrip,inServiceD,outService,dateLastUp,EMME2nodeI,EMME2nodeL,DateCreate,LastEditor,EditNotes,Processing,EMME2Dir,EMME2HOV,PSRC_E2ID,ScenarioID,Scen_Node,IsZone,XCoord,YCoord,lat,lon,FID_urbcen,ID,NAME,AREA_FEET,PERIMETER_,PARKING,POPDEN1996,PLANPOP96,JOBS1994,PLANJOBS94,HOUSEUNITS,HUPLAN,FLOORSPC,ACRES,HECTARES,AREA,PERIMETER,ADOPTDATE
64,22161,60739070,0,1,157322,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,161322,0,1277297.117649999900000,71749.823529400004000,47.1873016,-122.2939987,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
65,22661,60739066,0,1,157156,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,161156,0,1275978.235290000000000,72107.823529400004000,47.1882019,-122.2990036,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
66,22072,60748514,0,1,191766,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,3284,n/a,8/15/2011 0:00:00,Stefan,New Centroids,10, ,0,3284,107,3284,1,1278113.588240000000000,72139.000000000000000,47.1884003,-122.2900009,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
67,19097,60738919,0,1,157123,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,161123,0,1277900.352939999900000,72149.882352899993000,47.1884003,-122.2910004,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
68,6659,60738902,0,1,156848,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,160848,0,1277306.352939999900000,72729.529411800002000,47.1898994,-122.2939987,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
69,19094,60738855,0,1,156769,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,160769,0,1279627.647060000100000,72860.647058799994000,47.1903992,-122.2839966,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
70,20526,60738925,0,1,156759,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,160759,0,1279290.764710000000000,72877.941176499997000,47.1903992,-122.2860031,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
71,6266,60738886,0,1,156751,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,160751,0,1278622.352939999900000,72891.764705900001000,47.1903992,-122.2880020,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
72,19182,60738853,0,1,156744,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,160744,0,1278328.352939999900000,72899.823529400004000,47.1904984,-122.2900009,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
73,19093,60738852,0,1,156737,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,160737,0,1277908.647060000100000,72905.882352899993000,47.1904984,-122.2910004,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
74,19199,60738915,0,1,156731,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,160731,0,1277307.647060000100000,72914.235294099999000,47.1903992,-122.2939987,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
75,20412,60738924,0,1,156724,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,160724,0,1276648.764710000000000,72923.941176499997000,47.1903992,-122.2959976,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
76,6281,60738883,0,1,156717,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,160717,0,1275990.647060000100000,72929.882352899993000,47.1903992,-122.2990036,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
77,6423,60738831,0,1,156605,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,160605,0,1277910.117649999900000,73096.294117600002000,47.1910019,-122.2910004,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
78,19196,60738817,0,1,156577,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,160577,0,1278697.647060000100000,73129.705882399998000,47.1911011,-122.2880020,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
79,19503,60746928,0,1,191719,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,3237,n/a,8/15/2011 0:00:00,Stefan,New Centroids,10, ,0,3237,107,3237,1,1278270.588240000000000,73142.941176499997000,47.1911011,-122.2900009,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
80,5817,60747657,0,1,191722,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,3240,n/a,8/15/2011 0:00:00,Stefan,New Centroids,10, ,0,3240,107,3240,1,1276903.058819999900000,73327.823529400004000,47.1916008,-122.2949982,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
81,19180,60738804,0,1,156448,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,160448,0,1278826.117649999900000,73387.647058799994000,47.1917992,-122.2880020,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
82,7205,60738843,0,1,156430,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,160430,0,1277314.117649999900000,73409.411764699995000,47.1917992,-122.2939987,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
83,19256,60738796,0,1,156419,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,160419,0,1276653.764710000000000,73418.294117600002000,47.1917992,-122.2959976,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
84,6930,60738842,0,1,156412,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,160412,0,1275997.882350000100000,73428.058823500003000,47.1917992,-122.2990036,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
85,7473,60738785,0,1,156407,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,160407,0,1278146.529410000000000,73439.176470599996000,47.1918983,-122.2900009,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
86,5732,60749221,0,1,156347,7,0,364,a,1144,1995,2050,5/4/2015 0:00:00,3852,1144,12/30/1899 0:00:00,Stefan,156347,0, ,0,3852,107,3852,1,1276693.176470000100000,73605.470588199998000,47.1922989,-122.2959976,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
87,3938,60744011,0,1,180605,4,0,0,a, ,2000,2050,5/4/2015 0:00:00,0, ,5/21/2008 0:00:00,Stefan, ,0,bi,0,0,107,184605,0,1277316.235290000000000,73622.117647100007000,47.1924019,-122.2939987,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
88,17428,60738001,0,1,156241,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,160241,0,1276002.529410000000000,73727.764705900001000,47.1926003,-122.2990036,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
89,18808,60743523,0,1,156205,10,0,0,a,   0,2000,2050,5/4/2015 0:00:00,0,n/a,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,160205,0,1276750.764710000000000,73786.235294099999000,47.1927986,-122.2959976,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
90,9372,60750117,0,1,156186,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,160186,0,1276932.235290000000000,73810.058823500003000,47.1929016,-122.2949982,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
91,7678,60738202,0,1,156177,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,160177,0,1277713.529410000000000,73821.882352899993000,47.1930008,-122.2919998,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
92,8042,60738139,0,1,156160,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,160160,0,1277318.529410000000000,73846.235294099999000,47.1930008,-122.2939987,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
93,7677,60738201,0,1,156159,7,0,50,a,1020,1995,2050,5/4/2015 0:00:00,3761,1020,12/30/1899 0:00:00,Stefan,Puyallup Station,0, ,0,3761,107,3761,1,1276788.235290000000000,73848.176470599996000,47.1930008,-122.2959976,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
94,17547,60738047,0,1,156132,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,160132,0,1276956.117649999900000,73889.705882399998000,47.1931000,-122.2949982,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
95,8665,60746519,0,1,191718,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,3236,n/a,8/15/2011 0:00:00,Stefan,New Centroids,10, ,0,3236,107,3236,1,1278147.470590000000000,74061.294117600002000,47.1935997,-122.2900009,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
96,17329,60737918,0,1,156046,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,160046,0,1276337.882350000100000,74066.176470599996000,47.1935997,-122.2979965,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
97,18520,60750110,0,1,156003,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,160003,0,1276115.529410000000000,74129.235294099999000,47.1936989,-122.2990036,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
98,8041,60737957,0,1,155998,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,159998,0,1276034.764710000000000,74141.117647100007000,47.1936989,-122.2990036,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
99,17775,60738186,0,1,155993,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,159993,0,1277320.352939999900000,74147.823529400004000,47.1938019,-122.2939987,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
100,18897,60750107,0,1,155966,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,159966,0,1277718.764710000000000,74190.411764699995000,47.1940002,-122.2919998,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
101,8278,60751234,0,1,191721,6,0,0,a, ,2000,2050,5/4/2015 0:00:00,3239,n/a,8/15/2011 0:00:00,Stefan,New Centroids,10, ,0,3239,107,3239,1,1276717.705880000000000,74707.647058799994000,47.1953011,-122.2959976,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
102,18653,60750102,0,1,155734,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,159734,0,1277722.117649999900000,74727.529411800002000,47.1954002,-122.2919998,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
103,4412,60737890,0,1,155730,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,159730,0,1277324.235290000000000,74733.588235300005000,47.1954002,-122.2939987,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
104,7451,60737905,0,1,155723,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,159723,0,1276173.235290000000000,74748.294117600002000,47.1954002,-122.2979965,21,0,Puyallup Downtown,9365721.073000000800000,13770.044000000000000,1187,1324,0,0,0,653,0,0.550000000000000,215.310000000000000,87.010999999999996,9365721.073000000800000,13770.044000000000000, 
105,3743,60737109,0,1,151791,7,0,150,a,1058,1995,2050,5/4/2015 0:00:00,3773,1058,12/30/1899 0:00:00,Stefan,Tacoma Mall TC,0, ,0,3773,107,3773,1,1234017.882350000100000,82281.882352899993000,47.2136993,-122.4690018,24,0,Tacoma Mall,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,485.002000000000010,0.000000000000000,21126615.462000001000000,0.000000000000000, 
106,3285,60736899,0,1,151772,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,155772,0,1235177.117649999900000,82314.000000000000000,47.2139015,-122.4639969,24,0,Tacoma Mall,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,485.002000000000010,0.000000000000000,21126615.462000001000000,0.000000000000000, 
107,3384,60737003,0,1,151757,9,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,155757,0,1233777.352939999900000,82351.941176499997000,47.2139015,-122.4700012,24,0,Tacoma Mall,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,485.002000000000010,0.000000000000000,21126615.462000001000000,0.000000000000000, 
108,3379,60736835,0,1,151754,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,155754,0,1234072.000000000000000,82353.470588199998000,47.2139015,-122.4680023,24,0,Tacoma Mall,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,485.002000000000010,0.000000000000000,21126615.462000001000000,0.000000000000000, 
109,18310,60749955,0,1,151746,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,155746,0,1233976.647060000100000,82371.529411800002000,47.2140007,-122.4690018,24,0,Tacoma Mall,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,485.002000000000010,0.000000000000000,21126615.462000001000000,0.000000000000000, 
110,20345,60737053,0,1,151631,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,155631,0,1216177.235290000000000,82599.941176499997000,47.2135010,-122.5400009,25,0,University Place,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,493.497000000000010,0.000000000000000,493.415000000000020,0.000000000000000, 
111,3641,60737011,0,1,151627,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,155627,0,1216975.529410000000000,82604.529411800002000,47.2136002,-122.5370026,25,0,University Place,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,493.497000000000010,0.000000000000000,493.415000000000020,0.000000000000000, 
112,3307,60736951,0,1,151571,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,155571,0,1232746.235290000000000,82715.764705900001000,47.2148018,-122.4739990,24,0,Tacoma Mall,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,485.002000000000010,0.000000000000000,21126615.462000001000000,0.000000000000000, 
113,20202,60736787,0,1,151551,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,155551,0,1231729.764710000000000,82751.705882399998000,47.2149010,-122.4779968,24,0,Tacoma Mall,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,485.002000000000010,0.000000000000000,21126615.462000001000000,0.000000000000000, 
114,3463,60736879,0,1,151547,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,155547,0,1231384.882350000100000,82759.058823500003000,47.2149010,-122.4789963,24,0,Tacoma Mall,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,485.002000000000010,0.000000000000000,21126615.462000001000000,0.000000000000000, 
115,3371,60736878,0,1,151540,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0, ,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,155540,0,1231043.764710000000000,82766.882352899993000,47.2149010,-122.4810028,24,0,Tacoma Mall,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,485.002000000000010,0.000000000000000,21126615.462000001000000,0.000000000000000, 
116,3462,60736877,0,1,151538,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,155538,0,1230693.117649999900000,82771.941176499997000,47.2149010,-122.4820023,24,0,Tacoma Mall,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,485.002000000000010,0.000000000000000,21126615.462000001000000,0.000000000000000, 
117,3297,60736762,0,1,151249,4,0,0,a,   0,1995,2050,5/4/2015 0:00:00,0,0,12/30/1899 0:00:00,Stefan, ,0, ,0,0,107,155249,0,1216989.529410000000000,83389.411764699995000,47.2158012,-122.5370026,25,0,University Place,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,493.497000000000010,0.000000000000000,493.415000000000020,0.000000000000000, 
